structure_max_elevation,footprint_max_elevation,structure_min_elevation,property_id,footprint_extrusion,footprint_min_elevation,structure_extrusion,roof_type
51.0,47.5,23.0,593695,5.0,42.5,24.5,Flat
68.5,68.5,37.5,100353,3.0,65.5,31.0,Flat
68.5,45.5,37.5,100353,3.5,42.0,8.0,Flat
68.5,61.5,37.5,100353,16.0,45.5,24.0,Flat
68.5,65.5,37.5,100353,3.0,62.5,28.0,Flat
72.0,68.5,36.0,109658,1.5,67.0,32.5,Flat
72.0,72.0,36.0,109658,5.0,67.0,36.0,Flat
58.5,58.5,32.0,100357,3.5,55.0,26.5,Flat
52.5,50.5,34.5,100358,8.5,42.0,16.0,Flat
43.0,41.5,33.5,586151,5.5,36.5,8.0,Flat
75.5,70.5,37.0,109655,29.0,41.5,33.5,Flat
75.5,75.5,37.0,109655,5.0,70.5,38.5,Flat
54.0,48.5,33.5,109652,2.5,46.0,15.0,Flat
54.0,54.0,33.5,109652,4.0,50.0,20.5,Flat
76.5,53.5,44.0,104368,5.0,48.5,9.5,Flat
71.0,63.5,43.0,109668,3.5,60.5,20.5,Flat
71.0,67.5,43.0,109668,3.5,63.5,24.5,Flat
84.0,76.0,41.5,100338,14.5,61.5,34.5,Flat
84.0,84.0,41.5,100338,3.5,80.0,42.5,Flat
84.0,80.0,41.5,100338,4.5,76.0,38.5,Flat
50.5,50.5,34.0,108993,9.0,41.5,16.5,Flat
89.5,54.0,43.5,109667,4.5,49.5,10.5,Flat
89.5,54.5,43.5,109667,2.5,52.0,11.0,Flat
84.0,82.0,48.5,111469,4.5,77.5,33.5,Flat
89.5,77.0,43.5,109667,19.5,57.5,33.5,Flat
89.5,89.0,43.5,109667,7.5,81.5,45.5,Flat
89.5,61.0,43.5,109667,4.0,57.5,17.5,Flat
42.0,40.0,23.0,103630,3.5,36.5,17.0,Flat
89.5,82.0,43.5,109667,21.0,61.0,38.5,Flat
89.5,89.5,43.5,109667,4.0,85.0,46.0,Flat
65.5,65.5,41.5,109660,3.0,62.5,24.0,Flat
65.5,53.0,41.5,109660,3.0,50.0,11.5,Flat
65.5,62.5,41.5,109660,9.5,53.0,21.0,Flat
80.5,72.0,39.5,110657,12.0,60.0,32.5,Flat
43.5,43.5,36.0,110658,2.0,41.5,7.5,Flat
36.5,36.5,22.5,106051,7.0,29.5,14.0,Flat
67.5,62.5,45.5,111470,7.0,55.5,17.0,Flat
74.0,46.5,33.5,565541,4.0,42.5,13.0,Flat
74.0,54.0,33.5,565541,4.0,50.0,20.5,Flat
32.5,32.5,23.0,106055,2.0,30.5,9.5,Flat
74.0,58.0,33.5,565541,3.0,55.0,24.5,Flat
45.5,45.5,26.5,108597,9.0,36.5,19.0,Flat
50.5,50.5,27.5,102065,5.0,45.0,23.0,Flat
105.5,100.0,21.5,101118,38.0,62.5,78.5,Flat
87.5,34.5,18.0,108582,2.5,32.5,16.5,Flat
85.5,81.0,28.0,108563,7.5,73.0,53.0,Flat
215.0,215.0,26.5,108566,3.0,212.0,188.5,Flat
45.5,41.5,25.5,105440,2.5,39.5,16.0,Flat
45.5,45.5,25.5,105440,4.0,41.5,20.0,Flat
122.0,37.5,22.5,106056,9.0,29.0,15.0,Flat
122.0,122.0,22.5,106056,2.0,120.0,99.5,Flat
63.0,58.0,23.5,103609,30.5,27.5,34.5,Flat
35.0,35.0,23.5,106048,2.5,32.5,11.5,Flat
129.0,37.5,19.5,110710,12.0,25.5,18.0,Flat
42.5,38.5,22.0,105753,8.0,30.5,16.5,Flat
136.5,120.5,24.0,103607,3.5,117.0,96.5,Flat
136.5,127.0,24.0,103607,6.5,120.5,103.0,Flat
68.0,63.5,22.5,105762,27.5,36.5,41.0,Flat
136.5,130.5,24.0,103607,3.5,127.0,106.5,Flat
136.5,132.0,24.0,103607,1.0,130.5,108.0,Flat
136.5,133.5,24.0,103607,1.5,132.0,109.5,Flat
136.5,136.5,24.0,103607,3.5,133.5,112.5,Flat
27.0,27.0,15.5,104781,8.5,18.5,11.5,Shed
50.5,17.0,6.5,103322,10.5,6.5,10.5,Flat
34.0,34.0,6.5,102141,27.5,6.5,27.5,Gable
36.5,33.0,5.5,30149,27.5,5.5,27.5,Flat
78.5,27.5,5.5,102083,22.0,5.5,22.0,Flat
24.0,21.0,7.0,103319,14.0,7.0,14.0,Flat
24.0,24.0,7.0,103319,3.0,21.0,17.0,Hip
39.5,35.5,7.0,102141,28.0,7.0,28.5,Flat
39.5,30.0,7.0,102141,23.0,7.0,23.0,Hip
28.0,26.5,8.0,105926,18.5,8.0,18.5,Flat
44.5,31.5,10.0,101141,21.5,10.0,21.5,Flat
22.0,22.0,7.0,30146,15.0,7.0,15.0,Flat
20.5,20.5,7.0,103314,13.5,7.0,13.5,Hip
22.0,19.0,7.0,101144,11.0,8.0,12.0,Flat
22.0,21.5,7.0,30146,14.5,7.0,14.5,Hip
15.5,15.5,7.0,103317,8.5,7.0,8.5,Gable
18.5,18.5,7.0,105960,11.5,7.0,11.5,Flat
22.0,19.0,7.0,101144,11.0,8.0,12.0,Hip
22.0,21.0,7.0,101144,13.5,8.0,14.0,Hip
23.0,21.5,8.5,105924,13.0,8.5,13.0,Flat
39.5,30.0,7.0,102141,22.5,7.5,23.0,Hip
39.5,39.5,7.0,102141,32.5,7.0,32.5,Flat
56.5,51.0,7.5,102143,4.0,47.5,43.5,Gable
18.5,18.5,7.5,101098,11.0,7.5,11.0,Hip
21.5,21.5,8.5,105925,13.0,8.5,13.0,Hip
19.5,19.5,7.5,558609,11.0,8.5,12.0,Flat
19.5,16.5,7.5,558609,8.5,7.5,9.0,Gable
35.0,20.0,8.5,105922,12.0,8.5,11.5,Flat
16.5,13.0,8.5,105921,4.5,8.5,4.5,Flat
16.5,16.5,8.5,105920,8.0,8.5,8.0,Hip
16.5,16.5,8.5,105921,8.0,8.5,8.0,Hip
24.0,19.5,8.5,105923,11.0,8.5,11.0,Hip
16.5,16.5,8.5,105921,8.0,8.5,8.0,Gable
54.0,29.5,11.0,30143,18.5,11.0,18.5,Flat
50.5,33.5,9.0,101193,9.5,24.0,24.5,Hip
50.5,29.0,9.0,101193,5.5,24.0,20.0,Hip
14.5,14.5,1.5,104824,13.0,1.5,13.0,Hip
12.5,12.5,1.5,105402,11.0,1.5,11.0,Hip
18.0,18.0,3.5,108058,15.0,3.5,14.5,Gable
35.5,33.5,3.5,108059,30.0,3.5,30.0,Hip
31.5,28.5,17.5,100730,11.0,17.5,11.0,Flat
166.0,15.0,7.5,102092,7.5,7.5,7.5,Flat
31.0,30.0,7.5,102090,22.5,7.5,22.5,Flat
39.5,39.0,14.5,108112,24.5,14.5,24.5,Flat
62.0,34.0,8.5,105929,25.5,8.5,25.5,Flat
37.5,33.5,6.5,102136,27.0,6.5,27.0,Flat
33.0,33.0,6.5,103177,26.0,7.0,26.5,Flat
33.5,33.5,6.5,103178,26.5,6.5,27.0,Hip
25.5,25.5,13.5,106372,12.0,13.5,12.0,Hip
49.5,44.0,12.0,105956,32.0,12.0,32.0,Flat
34.0,26.0,15.5,106375,11.0,15.5,10.5,Flat
46.0,24.5,11.5,101147,13.0,11.5,13.0,Flat
176.0,23.0,8.5,597185,14.5,8.5,14.5,Flat
95.5,87.0,23.0,103592,51.0,36.0,64.0,Flat
77.5,74.5,14.0,574438,4.0,70.5,60.5,Flat
77.5,35.0,14.0,574438,3.0,32.0,21.0,Flat
54.0,39.0,21.0,104025,3.0,36.5,18.0,Flat
245.5,45.5,25.5,102155,2.5,43.0,20.0,Flat
245.5,74.0,25.5,102155,28.5,45.5,48.5,Flat
245.5,110.0,25.5,102155,36.0,74.0,84.5,Flat
50.0,37.0,15.5,108593,13.5,23.5,21.5,Flat
245.5,116.5,25.5,102155,7.0,110.0,91.0,Flat
245.5,225.5,25.5,102155,16.5,209.0,200.0,Flat
245.5,245.5,25.5,102155,7.5,238.0,220.0,Flat
41.0,36.5,17.0,107002,2.5,34.0,19.5,Flat
41.0,41.0,17.0,107002,4.0,36.5,24.0,Flat
27.0,27.0,14.5,108594,3.0,23.5,12.5,Flat
50.0,43.0,15.5,108593,6.0,37.0,27.5,Flat
35.5,35.5,19.0,103929,2.5,33.0,16.5,Flat
57.0,57.0,25.0,103594,4.5,52.5,32.0,Flat
81.5,81.5,25.0,103596,6.5,74.5,56.5,Flat
57.0,56.5,27.5,102066,3.5,53.0,29.0,Flat
220.5,62.0,26.5,102067,8.0,54.0,35.5,Flat
220.5,196.5,26.5,102067,39.0,157.5,170.0,Flat
124.0,43.0,22.5,541562,3.5,40.0,20.5,Flat
44.0,42.0,19.0,108592,3.5,38.0,23.0,Flat
44.0,44.0,19.0,108592,2.5,42.0,25.0,Flat
90.0,85.0,25.5,105915,3.5,81.0,59.5,Flat
90.0,90.0,25.5,105915,2.5,87.0,64.5,Flat
93.0,90.0,27.5,105914,3.0,86.5,62.5,Flat
122.0,110.5,26.5,102157,22.5,88.0,84.0,Flat
72.0,70.0,26.5,102156,3.0,66.5,43.5,Flat
72.0,69.0,26.5,102156,2.5,66.5,42.5,Flat
214.5,210.0,29.0,709873,4.0,206.0,181.0,Flat
124.5,115.0,23.0,625840,72.5,42.5,92.0,Flat
105.5,105.5,21.5,101118,5.0,100.0,84.0,Flat
83.0,83.0,21.0,101119,10.5,72.5,62.0,Flat
72.5,72.5,22.0,102197,1.5,71.0,50.5,Flat
61.0,61.0,25.5,105966,6.5,54.5,35.5,Flat
73.0,39.0,21.0,101213,6.0,33.0,18.0,Flat
73.0,65.0,21.0,101213,26.0,39.0,44.0,Flat
31.5,31.5,18.5,520417,4.5,27.0,13.0,Flat
38.0,38.0,22.0,101217,5.0,33.0,16.0,Flat
92.0,89.0,20.5,101219,2.0,87.0,68.5,Flat
92.0,83.5,20.5,101219,12.0,71.0,63.0,Flat
92.0,87.0,20.5,101219,15.5,71.0,66.5,Flat
92.0,56.5,20.5,101219,20.5,35.5,36.0,Flat
87.5,87.5,18.0,108582,4.0,83.5,69.5,Flat
33.0,31.5,18.0,108581,4.5,27.0,13.5,Flat
79.0,79.0,18.0,105679,3.5,75.5,61.0,Flat
68.5,50.5,19.5,105680,2.5,48.0,31.0,Flat
68.5,54.0,19.5,105680,3.5,50.5,34.5,Flat
32.0,29.5,22.0,103606,2.0,27.5,7.5,Flat
56.5,56.5,20.0,102047,4.5,52.5,36.5,Flat
47.5,47.5,21.0,103602,12.0,35.5,26.5,Flat
32.5,32.5,22.5,103603,2.5,29.5,10.0,Flat
32.5,29.5,22.5,103603,3.5,26.0,7.0,Flat
44.0,41.0,21.5,105673,7.5,33.5,19.5,Flat
31.5,29.5,22.0,103605,4.5,25.0,7.5,Flat
67.5,47.0,24.0,109388,1.5,45.5,23.0,Flat
67.5,49.0,24.0,109388,2.0,47.0,25.0,Flat
42.5,42.5,10.5,104019,3.0,39.5,32.0,Flat
54.5,54.5,14.5,104018,9.5,45.0,40.0,Flat
50.5,50.5,17.0,103938,7.5,43.0,33.5,Flat
47.0,47.0,20.0,103932,3.5,43.5,27.0,Flat
58.0,58.0,19.5,108532,6.5,52.0,38.5,Flat
69.0,62.5,14.5,30198,4.0,58.5,48.0,Flat
56.5,37.0,15.5,109417,3.0,34.0,21.5,Flat
56.5,51.0,15.5,109417,15.0,36.0,35.5,Flat
44.5,27.5,17.5,102077,2.5,25.0,10.0,Flat
58.0,51.5,5.5,102085,28.0,23.5,46.0,Flat
44.5,39.5,17.5,102077,12.0,27.5,22.0,Flat
44.5,41.5,17.5,102077,2.0,39.5,24.0,Flat
102.5,102.5,19.0,102074,3.5,99.0,83.5,Flat
43.0,43.0,11.0,105917,2.5,40.5,32.0,Flat
38.0,38.0,11.0,110754,5.0,33.0,27.0,Flat
53.0,53.0,17.0,105917,7.0,46.0,36.0,Flat
48.5,46.0,16.0,102149,1.5,44.0,30.0,Flat
51.5,48.5,17.5,102151,5.5,43.5,31.0,Flat
84.5,41.0,20.5,108534,2.5,38.0,20.5,Flat
66.0,52.0,15.0,101134,28.5,23.0,37.0,Flat
37.5,34.5,12.5,101200,11.0,23.5,22.0,Flat
38.5,24.0,16.0,101204,2.0,22.0,8.0,Flat
38.5,38.5,16.0,101204,14.5,24.0,22.5,Flat
73.5,21.0,11.0,30142,2.5,18.5,10.0,Flat
73.5,24.0,11.0,101137,3.5,21.0,13.0,Flat
53.0,53.0,14.5,105963,4.5,48.5,38.5,Flat
27.5,27.5,17.0,111393,6.0,21.0,10.5,Flat
38.0,32.5,20.5,105965,2.0,30.5,12.0,Flat
34.5,30.5,20.0,108536,6.5,24.0,10.5,Flat
46.5,46.5,16.0,111394,3.0,43.5,30.5,Flat
143.5,143.5,19.0,587670,12.5,131.0,124.5,Flat
52.0,34.0,20.0,105750,5.0,29.0,14.0,Flat
164.5,37.5,27.0,587736,5.0,32.5,10.5,Flat
67.0,62.0,27.0,587734,25.5,36.0,35.0,Flat
45.5,45.0,14.5,30180,3.0,42.0,30.5,Flat
39.5,36.0,13.0,105878,10.5,25.0,23.0,Flat
164.5,88.0,27.0,587736,45.0,43.0,61.0,Flat
164.5,158.5,27.0,587736,5.5,153.0,131.5,Flat
50.5,42.5,6.5,103322,3.5,39.0,36.0,Flat
50.5,48.5,6.5,103322,2.0,47.0,42.0,Flat
44.0,44.0,4.5,104010,20.5,23.5,39.5,Flat
44.0,35.0,4.5,104010,5.0,29.5,30.5,Flat
53.0,25.0,5.5,102087,5.5,19.5,19.5,Flat
53.0,53.0,5.5,102087,1.5,51.5,47.5,Flat
56.0,27.0,5.5,102086,3.5,23.5,21.5,Flat
56.0,30.0,5.5,102086,3.0,27.0,24.5,Flat
56.0,54.0,5.5,102086,5.0,49.0,48.5,Flat
56.0,56.0,5.5,102086,2.0,54.0,50.5,Flat
56.0,54.0,5.5,102086,4.5,50.0,48.5,Flat
56.0,44.0,5.5,102086,2.0,42.0,38.5,Flat
41.5,40.0,5.5,101788,2.0,38.0,34.5,Flat
58.0,29.5,5.5,102085,6.0,23.5,24.0,Flat
56.0,51.0,6.5,109263,7.5,43.5,44.5,Flat
36.5,36.0,6.5,102082,3.0,33.0,29.5,Flat
36.0,36.0,7.0,103963,3.0,33.0,29.0,Flat
44.5,43.0,10.0,101141,4.5,39.0,33.0,Flat
35.5,35.5,6.5,103320,1.5,34.0,29.0,Flat
41.5,39.5,5.5,102138,3.5,36.0,34.0,Flat
36.0,36.0,5.5,102139,3.0,32.5,30.5,Flat
44.5,33.5,10.0,101141,2.0,31.5,23.5,Flat
48.0,38.5,8.5,101143,3.5,35.0,30.0,Flat
48.0,47.5,8.5,101143,3.0,44.5,39.0,Flat
48.0,48.0,8.5,101143,3.5,44.5,39.5,Flat
46.0,43.0,9.5,101142,5.5,37.5,33.5,Flat
46.0,44.5,9.5,30145,1.5,43.0,35.0,Flat
46.0,40.0,9.5,101142,3.0,37.5,30.5,Flat
46.0,33.0,9.5,101142,2.5,30.5,23.5,Flat
44.5,42.5,10.0,101141,1.5,41.0,32.5,Flat
37.0,35.5,9.5,101140,3.0,32.5,26.0,Flat
37.0,37.0,9.5,101140,4.5,32.5,27.5,Flat
56.5,56.5,7.5,102143,3.5,53.5,49.0,Flat
61.0,54.0,11.0,109267,3.0,51.0,43.0,Flat
61.0,59.0,11.0,109267,4.5,54.0,48.0,Flat
55.5,55.5,9.0,102147,4.0,51.5,46.5,Flat
59.5,59.5,8.0,102146,4.5,55.0,51.5,Flat
59.5,51.5,8.0,102146,24.0,27.5,43.5,Flat
58.5,58.5,11.0,109271,6.5,52.0,47.5,Flat
52.0,49.0,11.0,109272,2.5,46.5,38.0,Flat
45.0,45.0,11.0,109281,1.5,43.5,34.0,Flat
47.0,41.0,10.0,101195,2.0,39.0,31.0,Flat
47.0,41.0,10.0,101195,2.5,39.0,31.0,Flat
53.5,53.5,11.0,105840,4.0,49.5,42.5,Flat
36.5,28.0,11.0,101196,5.0,23.0,17.0,Flat
36.5,36.0,11.0,101196,4.5,31.5,25.0,Flat
35.5,35.5,11.0,101197,5.5,30.5,24.5,Flat
34.5,34.5,11.0,109282,4.0,30.5,23.5,Flat
64.0,64.0,11.5,109284,4.5,59.5,52.5,Flat
50.5,50.5,9.0,101193,17.0,33.5,41.5,Flat
50.5,37.0,9.0,101193,2.5,34.5,28.0,Flat
52.5,40.0,9.5,105698,3.5,36.5,30.5,Flat
52.5,46.0,9.5,105698,5.0,41.5,36.5,Flat
60.5,58.0,12.5,109289,4.5,53.5,45.5,Flat
33.5,33.5,18.5,109304,2.0,31.5,15.0,Flat
50.5,50.5,16.5,102598,3.0,47.5,34.0,Flat
36.5,35.0,11.5,105745,2.5,32.5,23.5,Flat
36.5,36.0,11.5,105745,3.5,32.5,24.5,Flat
55.0,27.0,14.5,105746,3.5,23.5,12.5,Flat
55.0,30.0,14.5,105746,3.0,27.0,15.5,Flat
55.0,49.5,14.5,105746,3.0,46.5,35.0,Flat
76.0,72.5,21.0,109311,10.5,62.0,51.5,Flat
61.0,61.0,15.5,102122,3.5,57.5,45.5,Flat
62.0,44.0,17.0,102125,2.0,42.0,27.0,Flat
61.0,55.0,16.0,102126,4.0,51.0,39.0,Flat
59.0,59.0,16.0,102127,4.5,54.5,43.0,Flat
62.0,62.0,17.0,102125,1.0,61.0,45.0,Flat
79.0,79.0,19.0,105938,3.5,75.5,60.0,Flat
79.0,75.5,19.0,105938,3.5,72.0,56.5,Flat
89.0,89.0,15.0,102124,3.0,86.0,74.0,Flat
89.0,89.0,15.0,102124,3.0,86.0,74.0,Flat
61.0,61.0,16.0,102126,6.0,55.0,45.0,Flat
84.5,84.5,23.5,101153,4.5,79.5,61.0,Flat
40.5,33.5,20.0,105953,8.5,25.5,13.5,Flat
40.5,38.0,20.0,105953,4.0,33.5,18.0,Flat
112.5,96.5,24.0,101154,52.5,44.5,72.5,Flat
112.5,100.5,24.0,101154,4.0,96.5,76.5,Flat
75.0,75.0,22.5,108072,3.0,72.0,52.5,Flat
73.0,68.0,23.0,108073,3.0,64.5,45.0,Flat
62.5,51.5,26.5,101181,3.5,48.0,25.0,Flat
62.5,55.5,26.5,101181,4.0,51.5,29.0,Flat
62.5,60.0,26.5,101181,4.0,55.5,33.5,Flat
77.5,77.5,26.5,105854,4.5,73.0,51.0,Flat
74.5,74.5,28.0,101177,8.5,66.0,46.5,Flat
73.0,69.5,27.5,105855,2.5,67.0,42.0,Flat
80.5,80.5,27.5,110145,4.0,76.5,53.0,Flat
72.5,72.5,26.5,110144,6.0,66.5,46.0,Flat
62.5,61.5,26.0,105866,4.0,57.5,35.5,Flat
66.0,64.5,22.0,108079,3.5,61.0,42.5,Flat
91.0,82.5,2.0,103998,8.0,74.5,80.5,Flat
21.5,19.5,2.0,104823,2.5,17.0,17.5,Flat
21.5,21.5,2.0,104823,2.0,19.5,19.5,Flat
63.5,63.5,2.0,103997,3.5,60.0,61.5,Flat
79.5,19.0,3.0,103999,3.0,16.0,16.0,Flat
79.5,79.5,3.0,103999,60.5,19.0,76.5,Flat
93.0,81.5,4.0,110091,66.0,15.5,77.5,Flat
93.0,91.5,4.0,110091,10.0,81.5,87.5,Flat
254.0,32.5,5.0,705128,4.0,28.5,27.5,Flat
254.0,180.0,5.0,705127,2.5,177.5,175.0,Flat
254.0,169.5,5.0,705127,133.5,36.5,164.5,Flat
254.0,250.5,5.0,705127,3.0,247.5,245.5,Flat
254.0,35.0,5.0,705123,2.5,32.5,30.0,Flat
136.5,66.5,13.5,110665,36.0,30.5,53.0,Flat
53.0,32.0,2.5,102103,3.5,28.5,29.5,Flat
53.0,53.0,2.5,102103,4.0,49.0,50.5,Flat
48.5,36.5,11.5,102102,5.0,31.5,25.0,Flat
61.5,56.5,8.0,106435,10.0,46.5,48.5,Flat
52.0,46.5,6.5,106438,32.5,14.0,40.0,Flat
46.0,42.5,12.0,102097,3.5,39.0,30.5,Flat
58.0,58.0,12.5,102099,3.0,55.0,45.5,Flat
111.5,111.5,12.5,106436,3.0,108.5,99.0,Flat
59.0,50.0,11.0,102095,4.5,45.5,39.0,Flat
59.0,59.0,11.0,102095,7.0,52.5,48.0,Flat
59.0,59.0,11.0,102095,7.0,52.5,48.0,Flat
47.5,41.0,7.0,103962,3.0,38.5,34.0,Flat
54.5,47.5,6.0,108062,37.0,11.0,41.5,Flat
57.0,48.0,7.5,108063,2.5,45.0,40.5,Flat
62.0,48.0,17.0,102125,4.0,44.0,31.0,Flat
62.0,55.5,17.0,102125,4.5,51.0,38.5,Flat
36.0,36.0,4.0,103952,3.0,33.0,32.0,Flat
61.0,57.5,16.5,102128,3.5,54.0,41.0,Flat
61.0,61.0,16.5,102128,4.0,57.5,44.5,Flat
59.5,42.0,17.0,102129,0.5,41.5,25.0,Flat
49.0,49.0,18.0,110667,5.0,44.0,31.0,Flat
50.5,50.5,17.5,100731,4.0,46.5,33.0,Flat
58.0,45.0,10.5,102131,4.0,41.5,34.5,Flat
31.5,31.5,4.0,103953,1.0,30.5,27.5,Flat
57.0,55.5,12.5,108064,4.0,51.0,43.0,Flat
41.0,37.0,15.5,108067,3.0,34.0,21.5,Flat
63.0,59.5,24.0,105733,4.0,56.0,35.5,Flat
63.0,62.0,24.0,105733,2.5,59.5,38.0,Flat
103.5,100.0,26.5,559301,3.0,97.0,73.5,Flat
31.5,30.5,4.0,103953,2.0,28.5,26.5,Flat
79.5,49.5,27.5,559300,3.0,46.0,22.0,Flat
79.5,73.0,27.5,559300,19.0,54.0,45.5,Flat
79.5,79.5,27.5,559300,6.5,73.0,52.0,Flat
139.5,53.0,26.0,106035,3.5,49.5,27.0,Flat
139.5,133.5,26.0,106035,80.5,53.0,107.5,Flat
135.5,36.5,22.5,105456,4.0,32.5,14.0,Flat
135.5,123.5,22.5,105456,2.0,121.5,101.0,Flat
135.5,126.5,22.5,105456,3.0,123.5,104.0,Flat
56.5,50.0,4.0,108114,3.0,47.0,46.0,Flat
37.5,28.0,4.0,108116,5.0,23.0,24.0,Flat
57.5,57.5,3.0,104003,2.0,55.5,54.5,Flat
46.5,44.5,2.5,104006,2.5,42.0,42.0,Flat
47.0,42.5,4.0,103947,16.0,26.5,38.5,Flat
47.0,47.0,4.0,103947,4.5,42.5,43.0,Flat
40.0,40.0,5.0,103946,3.5,36.5,35.0,Flat
32.5,32.5,3.5,104008,5.0,27.5,29.0,Flat
48.0,46.0,4.0,103165,23.0,23.0,42.0,Flat
48.0,48.0,4.0,103165,2.0,46.0,44.0,Flat
51.5,49.5,5.0,103172,40.5,9.0,44.5,Flat
81.5,78.0,9.5,102093,59.0,18.5,68.5,Flat
81.5,81.5,9.5,102093,3.5,78.0,72.0,Flat
166.0,23.5,7.5,102092,8.5,15.0,16.0,Flat
166.0,155.5,7.5,102092,132.0,23.5,148.0,Flat
103.0,59.5,7.5,102091,5.5,54.0,52.0,Flat
103.0,65.5,7.5,102091,6.0,59.5,58.0,Flat
103.0,95.0,7.5,102091,29.5,65.5,87.5,Flat
103.0,103.0,7.5,102091,8.5,95.0,95.5,Flat
125.5,118.5,7.0,102089,12.0,106.5,111.5,Flat
125.5,125.5,7.0,102089,7.0,118.5,118.5,Flat
68.5,68.5,5.5,110763,14.0,54.5,63.0,Flat
68.5,65.0,5.5,110763,10.0,54.5,59.5,Flat
36.0,32.0,5.0,110765,7.0,25.0,27.0,Flat
62.0,47.5,8.5,105929,2.5,45.5,39.0,Flat
167.0,101.0,11.5,102132,49.0,51.5,89.5,Flat
154.5,21.0,11.5,102133,4.0,17.0,9.5,Flat
154.5,24.0,11.5,102133,3.0,21.0,12.5,Flat
76.0,72.5,9.5,102135,55.0,17.5,63.0,Flat
76.0,76.0,9.5,102135,3.5,72.5,66.5,Flat
37.5,36.0,6.5,102136,2.5,33.5,29.5,Flat
37.5,37.5,6.5,102136,1.5,36.0,31.0,Flat
87.5,31.0,7.0,102137,3.5,27.5,24.0,Flat
62.0,51.0,8.5,105929,3.5,47.5,42.5,Flat
62.0,62.0,8.5,105929,6.0,56.0,53.5,Flat
86.5,35.5,19.5,108108,5.0,30.5,16.0,Flat
86.5,79.5,19.5,108108,44.0,35.5,60.0,Flat
93.0,93.0,22.5,108104,5.0,88.5,70.5,Flat
46.5,46.5,22.0,108105,5.0,42.0,24.5,Flat
39.0,39.0,21.5,108106,8.5,30.5,17.5,Flat
42.0,42.0,18.5,105852,3.0,39.0,23.5,Flat
138.5,49.0,22.0,108102,4.5,44.5,27.0,Flat
50.0,46.5,13.0,101188,2.5,44.0,33.5,Flat
37.5,37.5,12.0,101190,3.0,35.0,25.5,Flat
30.0,30.0,11.0,101191,3.5,26.5,19.0,Flat
24.5,21.0,9.5,101192,4.0,17.0,11.5,Flat
62.5,44.5,13.5,108111,2.5,42.0,31.0,Flat
62.5,51.5,13.5,108111,3.5,48.0,38.0,Flat
62.5,56.0,13.5,108111,4.5,51.5,42.5,Flat
61.0,61.0,18.5,101151,2.5,58.5,42.5,Flat
47.5,44.5,17.5,105869,4.0,41.0,27.0,Flat
64.5,64.5,19.0,105707,6.0,58.5,45.5,Flat
25.0,25.0,16.5,105870,4.5,20.5,8.5,Flat
28.5,28.5,16.0,106912,2.0,26.5,12.5,Flat
37.5,32.5,12.5,105874,4.0,28.5,20.0,Flat
37.5,37.5,12.5,105874,3.5,33.5,25.0,Flat
75.0,70.0,9.5,103187,17.0,53.0,60.5,Flat
75.0,75.0,9.5,103187,6.0,69.5,65.5,Flat
21.5,20.5,13.5,105700,5.0,15.5,7.0,Flat
22.0,22.0,10.5,103193,4.5,17.5,11.5,Flat
61.0,55.0,17.5,105738,1.5,53.5,37.5,Flat
36.0,36.0,17.5,104661,5.5,30.5,18.5,Flat
32.0,32.0,17.5,106018,3.0,29.5,14.5,Flat
35.0,35.0,15.5,104663,14.5,21.0,19.5,Flat
35.0,35.0,16.0,104664,4.5,30.5,19.0,Flat
40.0,37.5,12.0,105743,3.0,34.0,25.5,Flat
41.0,41.0,13.0,105742,5.0,36.0,28.0,Flat
126.5,75.0,17.5,105452,34.0,41.0,57.5,Flat
147.5,141.0,14.0,650593,1.5,139.5,127.0,Flat
147.5,147.5,14.0,650593,6.5,141.0,133.5,Flat
33.5,33.5,14.0,106045,7.0,27.0,19.5,Flat
130.0,120.5,15.5,106041,85.0,35.5,105.0,Flat
83.5,58.0,18.0,110968,23.5,34.5,40.0,Flat
83.5,78.5,18.0,110968,20.5,58.0,60.5,Flat
44.0,40.5,20.0,108093,3.5,37.0,20.5,Flat
33.0,32.5,19.0,108092,2.5,30.0,13.5,Flat
69.5,69.5,15.5,105451,4.0,65.5,54.0,Flat
37.5,37.5,14.0,103215,3.0,35.0,23.5,Flat
91.5,82.5,28.0,108979,4.0,78.5,54.5,Flat
91.5,88.0,28.0,108979,2.5,85.0,60.0,Flat
104.0,96.5,30.5,102059,49.5,46.5,66.0,Flat
104.0,104.0,30.5,102059,7.5,96.5,73.5,Flat
213.5,210.0,53.0,102062,157.0,53.0,157.0,Flat
46.0,44.0,27.0,111072,9.5,34.5,17.0,Flat
146.5,136.0,27.0,108975,5.0,131.0,109.0,Flat
50.5,45.0,27.5,103913,3.0,42.0,17.5,Flat
61.5,55.0,24.5,103918,4.0,51.0,30.5,Flat
104.5,40.0,30.5,102164,6.0,34.0,9.5,Flat
104.5,103.0,30.5,102164,4.0,98.5,72.5,Flat
61.0,59.5,30.0,103627,7.0,52.5,29.5,Flat
61.0,61.0,30.0,103627,1.5,59.5,31.0,Flat
23.0,23.0,13.0,107105,10.0,13.0,10.0,Flat
24.5,21.5,13.0,100519,8.5,13.0,8.5,Flat
24.5,24.5,15.0,107105,9.5,15.0,9.5,Flat
24.5,24.5,15.0,107105,9.0,15.0,9.5,Flat
23.5,23.5,13.0,107102,10.5,13.0,10.5,Flat
24.0,24.0,13.0,107100,10.5,13.0,11.0,Flat
