structure_max_elevation,footprint_max_elevation,structure_min_elevation,property_id,footprint_extrusion,footprint_min_elevation,structure_extrusion,roof_type
35.0,35.0,29.0,104251,5.5,29.0,6.0,Flat
37.0,37.0,29.0,104248,8.0,29.0,8.0,Gable
37.0,36.0,29.0,104252,7.0,29.0,7.0,Flat
37.0,37.0,29.0,104252,8.0,29.0,8.0,Flat
37.0,32.0,28.5,107694,4.0,28.5,3.5,Flat
37.0,32.0,28.5,107693,3.5,28.5,3.5,Flat
34.0,34.0,28.5,107694,5.5,28.5,5.5,Flat
37.5,37.5,29.0,107692,8.0,29.5,8.5,Hip
37.5,37.5,29.5,107691,8.0,29.5,8.0,Flat
35.5,31.0,28.0,104260,3.0,28.0,3.0,Flat
38.0,34.0,28.0,104258,4.5,29.5,6.0,Flat
35.5,34.0,28.0,104260,6.0,28.0,6.0,Hip
38.0,38.0,28.0,104258,9.5,28.5,10.0,Hip
38.0,35.5,28.0,104258,7.0,28.5,7.5,Hip
38.0,32.0,28.0,104258,3.5,28.5,4.0,Pyramid
16.0,14.0,11.0,111452,3.0,11.0,3.0,Flat
35.5,30.0,27.5,104264,3.0,27.5,2.5,Flat
29.5,29.5,27.0,104262,2.5,27.0,2.5,Flat
29.0,29.0,27.0,104264,2.0,27.0,2.0,Flat
35.5,34.0,28.0,104261,6.0,28.0,6.0,Hip
35.5,34.5,27.5,104262,6.5,28.0,7.0,Hip
35.5,34.5,27.5,104263,6.5,28.0,7.0,Hip
38.0,31.5,25.5,102013,6.0,25.5,6.0,Flat
35.5,35.5,27.5,104264,6.5,29.0,8.0,Hip
38.0,35.5,25.5,102013,4.0,31.5,10.0,Hip
35.5,35.5,27.5,104262,6.5,29.0,8.0,Hip
35.5,35.5,28.0,104261,6.5,29.0,7.5,Hip
35.5,35.5,28.0,104260,6.5,29.0,7.5,Hip
35.5,30.5,27.0,107621,3.5,27.0,3.5,Flat
39.5,39.5,29.0,107623,10.0,29.0,10.5,Hip
37.0,30.5,26.5,109995,4.0,26.5,4.0,Flat
37.0,36.0,29.0,104265,6.0,30.0,7.0,Flat
37.0,33.0,29.0,104265,3.5,30.0,4.0,Flat
37.0,36.0,29.0,104265,7.0,29.0,7.0,Hip
39.5,35.5,29.5,104269,4.0,31.5,6.0,Flat
37.5,35.5,29.5,104267,4.5,31.0,6.0,Flat
37.5,37.5,29.5,104267,8.5,29.5,8.0,Hip
18.5,18.5,15.0,103808,3.5,15.0,3.5,Hip
17.5,17.5,13.0,111453,4.5,13.0,4.5,Gable
34.0,34.0,29.0,104266,4.5,30.0,5.0,Flat
39.0,35.5,31.5,104969,4.0,31.5,4.0,Flat
40.5,35.5,32.5,104968,3.0,32.5,3.0,Hip
42.0,42.0,35.5,100355,7.0,35.5,6.5,Flat
38.0,38.0,30.5,102010,7.5,30.5,7.5,Gable
18.5,18.0,15.0,103808,2.5,15.0,3.0,Flat
25.0,25.0,21.0,111456,3.5,21.5,4.0,Pyramid
41.0,41.0,32.5,104966,8.0,33.0,8.5,Hip
40.5,39.0,32.5,104964,5.5,33.5,6.5,Hip
42.0,35.0,32.0,107625,3.0,32.0,3.0,Flat
29.0,29.0,26.0,107677,3.0,26.0,3.0,Flat
37.5,35.0,26.5,107676,8.5,26.5,8.5,Hip
37.5,37.5,26.5,107677,9.0,29.0,11.0,Hip
37.5,37.5,26.5,107676,9.0,29.0,11.0,Hip
36.5,35.0,27.0,107678,8.5,27.0,8.0,Hip
36.5,35.0,27.0,107679,8.5,27.0,8.0,Hip
36.5,36.5,27.5,107681,7.5,29.0,9.0,Hip
39.0,39.0,30.0,104983,8.5,30.5,9.0,Hip
40.5,36.0,32.0,107626,3.5,32.5,4.0,Flat
40.5,40.5,32.5,104964,7.5,33.0,8.0,Flat
40.5,37.0,32.5,104964,4.0,33.0,4.5,Flat
40.5,36.0,32.5,104964,2.5,33.5,3.5,Flat
41.0,39.5,31.5,104961,8.0,31.5,8.0,Flat
41.0,38.5,31.5,104961,7.0,31.5,7.0,Flat
40.5,40.5,32.5,104964,7.0,33.5,8.0,Hip
40.5,39.0,32.5,104964,5.5,33.5,6.5,Hip
38.5,38.5,32.0,104963,6.5,32.0,6.5,Hip
42.5,42.5,30.5,107628,12.0,30.5,12.0,Hip
38.5,32.5,30.0,107629,2.0,30.5,2.5,Flat
38.0,34.0,30.5,104980,3.5,30.5,3.5,Flat
39.5,39.0,32.0,104979,6.5,32.5,7.0,Flat
40.0,39.5,32.0,104977,6.5,32.5,7.5,Flat
38.0,34.0,30.5,104980,2.5,31.5,3.5,Hip
40.0,37.0,32.0,104976,4.5,32.5,5.0,Hip
39.5,37.0,33.0,104972,4.5,33.0,4.0,Gable
37.0,37.0,32.0,107627,5.0,32.0,5.0,Shed
38.0,35.5,28.0,107682,7.5,28.0,7.5,Hip
38.0,35.5,28.0,107683,7.5,28.0,7.5,Hip
42.0,34.5,31.5,104270,3.0,31.5,3.0,Hip
37.5,37.5,32.5,104272,5.0,32.5,5.0,Hip
42.0,42.0,31.5,104272,10.5,31.5,10.5,Hip
35.5,35.5,33.5,104964,2.0,33.5,2.0,Shed
38.0,38.0,31.0,104274,7.0,31.0,7.0,Hip
33.0,33.0,30.0,107639,3.0,30.0,3.0,Flat
33.5,33.5,31.0,104531,2.5,31.0,2.5,Flat
63.0,35.0,31.5,622442,3.0,31.5,3.5,Flat
38.5,32.5,29.5,104528,3.0,29.5,3.0,Flat
34.0,34.0,31.5,104532,2.5,31.5,2.5,Flat
38.5,36.0,29.5,104528,6.5,29.5,6.5,Gable
38.5,35.5,29.5,104529,6.0,29.5,6.0,Gable
37.0,37.0,30.0,104532,7.0,30.0,7.0,Hip
37.5,35.0,26.5,107674,8.5,26.5,8.5,Hip
37.5,35.0,26.5,107675,8.5,26.5,8.5,Hip
37.5,37.5,26.5,107674,9.0,29.0,11.0,Hip
40.0,36.5,30.5,104347,5.5,30.5,6.0,Flat
37.5,37.5,29.0,107636,8.5,29.0,8.5,Gable
36.5,33.5,29.5,107633,4.5,29.5,4.0,Flat
35.0,32.0,29.0,107633,3.0,29.0,3.0,Flat
36.0,35.0,26.5,107673,8.5,26.5,8.5,Hip
37.5,37.5,26.0,107669,9.0,29.0,11.5,Hip
40.0,38.5,30.5,104347,8.0,30.5,8.0,Flat
41.0,36.0,31.5,104346,4.5,31.5,4.5,Flat
40.0,40.0,30.5,104347,9.5,30.5,9.5,Hip
41.0,36.0,32.0,104345,4.0,32.0,4.0,Flat
38.5,32.5,30.0,111159,2.5,30.5,2.5,Flat
37.5,37.5,31.5,104338,6.5,31.5,6.0,Flat
40.0,35.0,32.0,104976,3.0,32.0,3.0,Flat
34.5,34.5,31.5,104978,3.0,31.5,3.0,Flat
41.0,36.0,32.5,104974,3.5,32.5,3.5,Flat
38.0,38.0,32.5,104340,5.5,32.5,5.5,Flat
38.0,36.5,32.5,104341,3.5,32.5,4.0,Flat
41.0,38.5,32.5,104974,5.5,33.0,6.0,Gable
41.0,38.5,32.5,104973,5.5,33.0,6.0,Gable
38.0,38.0,32.5,104341,5.0,33.0,5.5,Gable
38.5,36.0,30.0,111158,5.5,30.5,6.0,Hip
38.5,32.5,30.0,111158,2.5,30.5,2.5,Hip
40.0,35.0,32.0,104976,2.5,32.5,3.0,Hip
37.0,36.0,30.0,104335,6.0,30.0,6.0,Flat
37.0,35.5,30.5,104336,4.5,31.0,5.0,Flat
39.5,35.0,30.0,107632,4.0,30.5,5.0,Hip
39.5,33.5,30.0,107632,3.5,30.0,3.5,Hip
41.0,37.5,31.0,104337,7.0,31.0,6.5,Flat
40.0,38.5,31.5,104338,7.5,31.5,7.0,Flat
40.0,35.5,31.5,104338,4.5,31.5,4.0,Flat
40.0,40.0,31.5,104339,8.5,31.5,8.5,Gable
41.0,38.0,31.0,104337,7.0,31.0,7.0,Hip
42.5,40.5,32.5,104342,7.5,33.0,8.0,Hip
40.0,40.0,32.5,104341,7.5,32.5,7.5,Hip
40.5,36.0,33.5,104971,3.0,33.5,2.5,Hip
45.5,36.5,33.5,102006,3.0,33.5,3.0,Hip
40.5,37.0,33.5,104971,3.5,33.5,3.5,Hip
40.5,36.0,33.5,104971,3.0,33.5,2.5,Flat
42.5,36.5,32.5,104342,4.0,32.5,4.0,Gable
41.0,41.0,33.5,104971,7.0,33.5,7.5,Hip
45.5,36.5,33.5,102006,3.0,34.0,3.0,Flat
73.0,39.0,34.0,623697,5.5,34.0,5.0,Flat
35.0,35.0,33.0,102006,2.5,33.0,2.0,Flat
38.0,38.0,33.0,103807,5.0,33.0,5.0,Gable
31.5,26.5,22.5,107645,3.0,23.5,4.0,Flat
39.0,31.0,28.5,104535,2.5,28.5,2.5,Flat
30.5,30.5,22.5,107643,5.5,25.0,8.0,Gable
31.5,26.5,22.5,107644,3.0,23.5,4.0,Hip
31.5,31.5,22.5,107645,9.0,22.5,9.0,Hip
37.0,35.5,24.5,107642,11.0,24.5,11.0,Hip
27.0,27.0,24.5,107643,2.5,24.5,2.5,Pyramid
37.0,37.0,27.0,100334,10.0,27.0,10.0,Hip
45.5,45.5,30.0,104534,11.5,33.5,15.5,Pyramid
40.5,39.0,33.0,102005,6.0,33.0,6.0,Hip
45.0,27.5,24.0,594750,3.5,24.0,3.5,Flat
49.0,35.5,20.0,593693,15.5,20.0,15.5,Flat
31.5,31.5,23.0,107647,8.5,23.0,8.5,Flat
31.5,25.5,23.0,107647,1.5,24.0,2.5,Gable
36.0,32.5,28.5,100363,4.0,28.5,4.0,Flat
35.5,35.5,28.0,109646,7.5,28.0,7.5,Hip
35.5,35.5,28.0,109647,7.5,28.0,7.5,Hip
36.0,36.0,28.0,102002,8.0,28.0,8.0,Hip
38.0,38.0,29.5,102003,8.0,30.0,8.5,Hip
36.0,36.0,28.5,100363,4.0,32.5,7.5,Hip
40.5,37.5,30.0,102002,7.5,30.0,7.5,Flat
50.5,46.5,37.5,109654,9.0,37.5,9.0,Flat
55.5,41.5,32.0,110640,7.5,33.5,9.5,Gable
47.0,43.5,34.5,100355,8.5,35.0,9.0,Flat
47.0,47.0,34.5,100355,12.0,35.0,12.5,Hip
47.0,43.0,34.5,100355,8.0,34.5,8.5,Hip
47.0,39.5,34.5,100355,4.0,35.5,5.0,Pyramid
41.5,41.5,37.0,105436,4.5,37.0,4.5,Gable
49.0,49.0,39.0,100351,10.5,39.0,10.0,Gable
49.0,49.0,38.5,100352,10.5,38.5,10.5,Hip
45.0,45.0,36.5,105435,3.5,41.5,8.5,Hip
77.0,71.5,38.5,109658,33.0,38.5,33.0,Flat
55.5,39.0,32.0,110640,5.5,33.5,7.0,Hip
43.0,36.5,33.5,586151,3.0,33.5,3.0,Flat
43.0,43.0,33.5,586151,1.5,41.5,9.5,Hip
75.5,41.5,37.0,109655,4.5,37.0,4.5,Flat
43.5,36.5,33.5,100361,2.5,33.5,3.0,Flat
43.5,40.5,33.5,100361,4.5,36.5,7.0,Hip
41.5,40.5,31.5,100362,9.0,31.5,9.0,Flat
67.5,51.5,41.5,109663,8.5,43.0,10.0,Flat
44.5,38.5,33.0,109651,5.5,33.0,5.5,Flat
38.5,36.5,31.0,109649,5.0,31.0,5.5,Hip
38.5,38.5,31.5,101997,7.0,31.5,7.0,Hip
48.0,48.0,40.5,110697,7.5,40.5,7.5,Hip
71.0,71.0,43.0,109668,3.5,67.5,28.0,Gable
51.5,46.0,41.5,100337,5.0,41.5,4.5,Gable
48.0,45.0,41.5,100336,4.0,41.5,3.5,Flat
48.0,48.0,41.5,100336,7.0,41.5,6.5,Flat
53.5,48.5,40.0,100336,8.5,40.0,8.5,Flat
43.0,43.0,40.0,110743,3.0,40.0,3.0,Gable
44.0,44.0,39.5,108974,4.5,39.5,4.5,Gable
63.0,57.5,42.0,109669,15.5,42.0,15.5,Flat
53.5,49.0,40.0,100336,7.5,41.5,9.0,Hip
50.5,46.5,34.0,108993,5.0,41.5,12.5,Hip
50.5,46.5,34.0,108993,5.0,41.5,12.5,Hip
89.5,49.5,43.5,109667,6.0,43.5,6.0,Flat
53.5,53.5,42.5,556216,11.0,42.5,11.0,Flat
53.5,53.5,42.5,556216,11.0,42.5,11.0,Hip
48.0,48.0,42.0,106786,6.0,42.0,6.0,Gable
51.5,51.5,42.5,106787,9.0,42.5,9.0,Gable
56.0,56.0,44.0,638520,12.5,44.0,12.0,Hip
48.5,46.5,39.5,105434,7.0,39.5,7.0,Flat
48.5,48.5,39.0,105433,9.0,39.0,9.5,Gable
48.0,48.0,39.0,105430,9.0,39.0,9.0,Gable
48.5,48.5,39.0,105429,10.0,39.0,9.5,Gable
49.0,49.0,39.5,100350,10.0,39.5,9.5,Gable
49.0,47.5,39.5,100350,6.5,41.0,8.0,Hip
49.0,47.5,39.5,100349,6.5,41.0,8.0,Hip
49.0,49.0,39.5,100347,9.5,39.5,9.5,Gable
49.0,47.5,39.5,100347,6.5,41.0,8.0,Hip
54.0,46.0,39.5,100345,6.5,39.5,6.5,Flat
49.5,49.5,39.5,100346,8.5,41.0,10.0,Shed
51.5,51.5,41.0,109662,8.5,43.0,10.5,Flat
54.0,49.0,39.5,100345,7.5,41.5,9.5,Hip
54.0,44.0,39.5,100344,3.0,41.5,4.5,Hip
67.5,48.0,41.5,109663,6.5,41.5,6.5,Gable
54.0,49.0,40.0,100342,7.5,41.5,9.0,Hip
56.0,56.0,42.0,100341,14.0,42.0,14.0,Flat
54.0,54.0,39.5,100345,14.0,40.0,14.5,Hip
51.5,51.5,41.0,109662,8.5,43.0,10.5,Flat
74.0,74.0,33.5,714182,31.0,42.5,40.5,Hip
80.5,53.5,39.5,110657,10.0,43.5,14.0,Hip
38.5,38.5,35.5,110660,3.0,35.5,3.0,Flat
47.5,42.0,34.0,107430,6.5,35.5,8.0,Hip
16.0,16.0,11.0,111452,4.5,11.5,5.0,Flat
17.0,17.0,11.5,111452,5.5,11.5,5.5,Flat
14.0,14.0,11.5,111452,2.5,11.5,2.5,Gable
14.5,14.5,11.0,111452,3.5,11.0,3.5,Gable
14.5,14.5,11.5,656392,3.5,11.5,3.0,Hip
45.5,45.5,27.0,109546,18.5,27.0,18.5,Hip
45.5,39.5,26.5,108598,3.0,36.5,13.0,Hip
56.0,51.0,33.5,108600,17.5,33.5,17.5,Flat
60.5,40.0,35.0,110742,3.5,36.5,5.0,Flat
60.5,59.5,35.0,110742,23.0,36.5,24.5,Hip
83.5,83.5,32.0,106291,51.5,32.0,51.5,Flat
57.0,35.0,28.0,109544,7.0,28.0,7.0,Flat
43.5,41.0,14.5,103591,26.5,14.5,26.5,Flat
102.5,102.5,13.5,104031,89.0,13.5,89.0,Flat
38.0,37.0,13.5,104028,23.5,13.5,23.5,Flat
26.5,26.5,22.0,110277,4.5,22.0,4.5,Gable
29.0,29.0,21.5,103923,7.5,21.5,7.5,Hip
41.5,34.5,22.5,103921,12.0,22.5,12.0,Flat
54.0,36.5,21.0,104025,15.5,21.0,15.5,Flat
42.0,30.0,12.5,104022,17.0,12.5,17.5,Flat
27.5,27.5,19.0,103927,8.5,19.0,8.5,Gable
48.5,19.0,11.5,104021,7.5,11.5,7.5,Hip
27.0,23.5,14.5,108594,9.5,14.5,9.0,Flat
50.0,22.0,15.5,108593,6.5,15.5,6.5,Flat
35.5,33.0,19.0,103929,14.0,19.0,14.0,Flat
105.5,105.5,24.0,103968,82.0,24.0,81.5,Flat
57.0,45.0,27.5,102066,18.0,27.5,17.5,Flat
50.5,45.0,27.5,102065,18.0,27.5,17.5,Flat
46.0,44.0,24.5,102070,19.5,24.5,19.5,Flat
29.5,29.5,23.0,104215,7.0,23.0,6.5,Gable
31.5,31.5,23.5,104216,7.5,23.5,8.0,Hip
43.5,43.5,24.5,102072,19.0,24.5,19.0,Hip
59.5,38.0,24.5,102154,7.0,31.5,13.5,Hip
47.0,42.5,27.0,100398,15.5,27.0,15.5,Flat
47.0,43.0,27.0,100398,0.5,42.5,16.0,Hip
72.0,66.5,26.5,102156,40.5,26.5,40.0,Flat
214.5,206.0,29.0,709873,177.0,29.0,177.0,Flat
124.5,33.0,23.0,625840,10.0,23.0,10.0,Flat
26.5,26.5,19.5,539574,7.0,19.5,7.0,Hip
26.5,26.5,18.0,101125,8.5,18.0,8.5,Flat
31.0,31.0,18.0,101126,13.0,18.0,13.0,Flat
31.0,31.0,18.0,101126,13.0,18.0,13.0,Hip
83.0,62.5,21.0,101119,41.5,21.0,41.5,Flat
28.0,28.0,20.5,101121,8.0,20.5,7.5,Gable
87.0,43.5,23.0,108591,21.0,23.0,20.5,Flat
60.0,36.0,16.5,108584,19.5,16.5,19.5,Flat
41.5,41.5,17.0,101210,24.0,17.0,24.5,Flat
41.0,37.0,17.0,101212,17.5,19.0,20.0,Flat
28.0,28.0,17.5,102243,10.5,17.5,10.5,Flat
25.0,25.0,17.0,108587,8.0,17.0,8.0,Gable
73.0,30.0,21.0,101213,9.0,21.0,9.0,Flat
34.5,34.5,22.0,101216,12.5,22.0,12.5,Hip
41.0,37.0,17.0,101212,18.5,18.0,20.0,Gable
41.0,24.5,17.0,101212,7.5,17.0,7.5,Hip
31.5,31.5,18.5,520417,4.5,27.0,13.0,Hip
38.0,33.0,22.0,101217,11.0,22.0,11.0,Flat
34.5,25.5,21.0,101218,4.5,21.0,4.5,Flat
39.0,39.0,21.5,101215,17.5,21.5,17.5,Gable
28.0,28.0,19.0,105836,9.0,19.0,9.0,Hip
39.5,39.5,25.5,101221,14.0,25.5,14.0,Hip
34.5,34.5,21.0,105832,13.5,21.0,13.5,Hip
33.0,33.0,23.5,103601,9.5,23.5,9.5,Flat
39.5,36.5,24.5,101219,12.0,24.5,12.0,Flat
36.0,36.0,24.5,103600,11.0,24.5,11.5,Flat
34.0,34.0,24.5,103598,5.5,28.5,9.5,Hip
33.0,25.5,18.0,108581,2.5,23.0,7.5,Gable
33.0,33.0,18.0,108581,1.5,31.5,15.0,Pyramid
30.0,30.0,18.0,105892,11.5,18.0,12.0,Flat
30.0,30.0,18.0,102198,11.5,18.0,12.0,Flat
36.0,32.0,18.0,105894,14.0,18.0,14.0,Flat
28.5,26.0,18.0,105893,7.5,18.0,8.0,Flat
28.5,28.5,18.0,105893,10.5,18.0,10.5,Hip
39.5,29.5,20.0,105895,9.5,20.0,9.5,Flat
30.5,30.5,20.5,105896,10.0,20.5,10.0,Hip
47.5,27.5,21.0,103602,2.5,25.0,6.5,Hip
31.5,25.0,22.0,103605,3.0,22.0,3.0,Flat
31.0,28.0,22.0,110654,6.0,22.0,6.0,Flat
66.0,60.5,20.5,105678,40.0,20.5,40.0,Flat
39.5,29.5,24.5,105443,5.0,24.5,5.0,Flat
33.5,32.0,24.0,105442,7.5,24.0,8.0,Hip
34.5,34.5,26.0,516672,8.0,26.0,8.5,Hip
215.0,63.0,26.5,108566,37.0,26.5,36.5,Flat
34.5,34.5,26.0,516673,8.5,26.0,8.5,Gable
38.5,38.5,25.0,108567,1.5,37.0,13.5,Hip
37.0,37.0,25.0,108568,7.5,29.5,12.0,Hip
31.0,31.0,24.0,101021,7.5,24.0,7.0,Flat
34.5,31.0,22.5,106052,8.5,22.5,8.5,Flat
114.0,47.5,23.5,105439,24.0,23.5,24.0,Flat
32.0,32.0,24.5,103614,7.5,24.5,7.5,Hip
32.0,30.5,24.5,103614,6.0,24.5,6.0,Flat
30.0,30.0,22.5,106059,7.0,22.5,7.5,Flat
31.5,27.5,23.5,102425,4.0,23.5,4.0,Flat
29.5,29.5,22.5,108573,7.0,22.5,7.0,Hip
70.5,70.5,20.5,105751,50.0,20.5,50.0,Flat
38.5,38.5,23.5,108570,15.0,23.5,15.0,Flat
28.5,28.5,23.0,105754,5.5,23.0,5.5,Hip
67.5,36.5,24.0,109388,10.5,26.0,12.5,Flat
67.5,45.5,24.0,109388,19.0,26.5,21.5,Flat
67.5,39.5,24.0,109388,14.5,25.0,15.5,Hip
67.5,47.5,24.0,109388,0.5,47.0,23.5,Gable
67.5,51.5,24.0,109388,3.5,48.0,27.5,Gable
42.5,37.5,10.5,104019,27.0,10.5,27.0,Flat
43.5,38.0,17.5,103935,20.5,17.5,20.5,Flat
44.0,44.0,18.0,103934,26.0,18.0,26.0,Flat
47.0,43.5,20.0,103932,23.5,20.0,23.5,Flat
58.0,52.0,19.5,108532,32.5,19.5,32.5,Flat
102.5,55.5,19.0,102074,36.5,19.0,36.5,Flat
63.0,56.0,18.5,102075,37.0,18.5,37.5,Flat
26.0,26.0,17.5,102076,8.5,17.5,8.5,Hip
31.0,30.5,15.0,108546,15.5,15.0,15.5,Flat
79.0,47.5,19.0,102073,29.0,19.0,28.5,Flat
41.0,40.0,22.5,102153,17.5,22.5,17.5,Hip
84.5,38.0,20.5,108534,18.0,20.5,17.5,Flat
18.0,18.0,14.0,101135,4.0,14.0,4.0,Flat
27.5,27.5,15.0,101133,12.5,15.0,12.5,Gable
38.5,22.0,16.0,101204,6.0,16.0,6.0,Flat
29.5,29.5,15.0,108543,14.5,15.0,14.5,Flat
27.5,23.0,15.0,101131,8.0,15.5,8.0,Flat
27.5,21.5,15.0,101132,6.5,15.5,6.5,Flat
27.5,27.5,15.0,101131,12.5,15.0,12.5,Gable
143.5,30.0,19.0,587670,11.0,19.0,11.0,Flat
52.0,47.5,20.0,105750,3.0,44.5,27.5,Hip
52.0,52.0,20.0,105750,4.0,47.5,32.0,Hip
45.5,35.5,14.5,30180,21.0,14.5,21.0,Flat
25.5,25.5,14.0,105839,11.5,14.0,11.5,Flat
33.0,33.0,15.0,101203,18.0,15.0,18.0,Hip
22.5,22.5,14.0,105838,8.5,14.0,8.5,Flat
32.0,32.0,14.0,101201,18.0,14.0,18.0,Flat
29.5,29.5,16.5,529298,13.0,16.5,13.0,Flat
29.5,29.5,16.5,529297,13.0,16.5,13.0,Flat
29.5,26.0,16.5,529297,9.5,16.5,9.5,Hip
32.0,32.0,15.0,104780,17.0,15.0,17.0,Gable
24.0,24.0,15.0,101784,9.0,15.0,9.0,Hip
21.5,21.5,14.0,105882,7.5,14.0,7.5,Hip
22.5,22.5,14.5,105884,8.5,14.5,8.0,Gable
22.0,20.0,14.5,105888,5.5,14.5,5.5,Flat
25.0,20.0,14.5,105886,5.5,14.5,5.5,Flat
22.0,22.0,14.5,105888,2.5,20.0,7.5,Hip
39.0,37.0,18.0,105692,19.5,18.0,19.0,Flat
30.5,30.5,17.5,108551,13.5,17.5,13.0,Flat
24.0,24.0,16.5,108549,4.0,20.0,7.5,Hip
34.0,32.0,15.0,108548,17.0,15.0,17.0,Flat
190.5,100.5,26.0,108978,74.5,26.0,74.5,Flat
98.0,47.5,29.5,102057,17.0,30.5,18.0,Flat
98.0,37.5,29.5,102057,8.0,29.5,8.0,Flat
98.0,41.5,29.5,102057,12.0,29.5,12.0,Hip
104.0,98.5,30.5,102059,2.5,96.5,68.0,Hip
179.0,25.5,14.5,111071,11.0,14.5,11.0,Flat
46.0,34.5,27.0,111072,7.5,27.0,7.5,Flat
43.0,42.0,18.0,104033,23.5,18.0,24.0,Flat
146.5,38.0,27.0,108975,11.5,27.0,11.0,Flat
123.0,83.0,24.0,108977,59.0,24.0,59.0,Flat
38.5,38.5,18.5,103915,11.0,27.5,20.0,Gable
43.0,43.0,32.0,106558,10.5,32.0,11.0,Flat
50.5,42.0,27.5,103913,14.5,27.5,14.5,Flat
38.5,37.0,18.5,103915,10.0,27.0,18.5,Hip
61.5,51.0,24.5,103918,26.5,24.5,26.5,Flat
46.5,46.5,24.0,103919,22.5,24.0,22.5,Flat
58.0,58.0,26.5,103917,32.0,26.5,31.5,Flat
104.5,34.0,30.5,102164,3.5,30.5,3.5,Flat
48.0,40.5,30.0,105913,1.5,39.0,10.5,Gable
42.0,42.0,30.0,102166,11.5,30.0,12.0,Gable
48.0,46.0,30.0,105913,0.5,45.5,16.0,Gable
48.0,45.5,30.0,105913,3.0,43.0,15.5,Hip
53.5,46.5,30.0,102166,4.0,42.5,16.5,Gable
53.5,42.5,30.0,102166,3.5,39.0,12.5,Hip
44.0,36.5,32.5,101236,4.0,32.5,4.0,Flat
53.5,41.5,30.0,102166,2.5,39.0,11.5,Hip
53.5,45.0,30.0,102166,3.0,41.5,15.0,Hip
53.5,48.0,30.0,102166,3.0,45.0,18.0,Hip
53.5,39.5,30.0,102166,4.0,35.5,9.5,Gable
42.0,38.0,32.0,105911,6.0,32.0,6.0,Flat
44.5,44.5,32.0,105912,12.5,32.0,12.5,Hip
53.0,48.0,31.0,108274,17.0,31.0,17.0,Flat
57.0,51.5,31.0,102171,21.0,31.0,20.5,Flat
56.5,56.5,31.0,102170,3.0,53.5,25.5,Hip
115.5,53.5,32.5,108982,21.0,32.5,21.0,Flat
56.0,48.0,34.0,108983,14.0,34.0,14.0,Flat
79.5,75.5,28.5,103623,47.5,28.5,47.0,Flat
39.5,39.5,30.0,105968,9.5,30.0,9.5,Gable
73.0,69.5,28.5,103625,41.0,28.5,41.0,Flat
37.0,37.0,30.0,105967,7.0,30.0,7.0,Flat
40.5,37.0,29.0,101115,8.5,29.0,8.0,Flat
57.0,50.5,30.5,101114,20.0,30.5,20.0,Hip
50.0,50.0,30.5,101113,19.5,30.5,19.5,Flat
50.0,47.5,30.5,101113,17.0,30.5,17.0,Gable
42.5,42.5,30.5,101110,12.0,30.5,12.0,Gable
47.5,47.5,31.5,503031,16.0,31.5,16.0,Flat
40.0,40.0,30.5,101111,9.0,30.5,9.5,Hip
42.5,42.5,30.5,101110,12.0,30.5,12.0,Flat
37.5,37.5,31.5,101109,5.5,31.5,6.0,Hip
56.0,48.0,34.0,108983,14.0,34.0,14.0,Flat
56.0,56.0,34.0,108983,22.0,34.0,22.0,Hip
56.0,47.5,32.0,110183,15.5,32.0,15.5,Flat
42.0,42.0,31.5,106560,10.5,31.5,10.5,Hip
42.5,38.5,32.5,101106,6.0,32.5,6.0,Gable
46.5,43.0,32.5,110184,10.0,32.5,10.5,Flat
48.0,45.0,32.0,105970,13.0,32.0,13.0,Flat
42.0,42.0,28.0,101223,14.0,28.0,14.0,Gable
38.0,38.0,28.0,101224,10.0,28.0,10.0,Gable
38.0,36.5,29.0,101227,7.5,29.0,7.5,Flat
38.0,38.0,29.0,101227,9.0,29.0,9.0,Gable
38.0,36.5,29.0,101228,7.5,29.0,7.5,Flat
38.0,38.0,29.0,101229,9.0,29.0,9.0,Gable
37.5,37.5,28.5,102272,9.0,28.5,9.0,Hip
50.5,46.5,30.5,105829,15.5,30.5,16.0,Flat
68.0,51.0,30.0,105659,21.0,30.0,21.0,Flat
38.0,34.0,29.0,101230,4.5,29.0,5.0,Gable
47.5,39.0,29.5,101232,9.5,29.5,9.5,Flat
45.0,45.0,29.5,105827,15.5,29.5,15.5,Flat
60.5,52.0,35.0,110742,16.0,36.0,17.0,Flat
60.5,54.5,35.0,110742,19.0,35.5,19.5,Flat
39.0,39.0,36.0,108974,3.0,36.0,3.0,Flat
60.5,50.0,35.0,110742,13.5,36.5,15.0,Flat
60.5,60.0,35.0,110742,25.0,35.0,25.0,Hip
60.5,52.0,35.0,110742,15.5,36.5,17.0,Flat
60.5,45.0,35.0,110742,9.0,36.0,10.0,Flat
60.5,60.5,35.0,110742,24.5,35.5,25.5,Hip
44.0,36.5,32.5,504544,4.0,32.5,4.0,Flat
58.0,54.5,28.0,105671,26.5,28.0,26.5,Flat
128.5,75.0,31.0,105669,43.5,31.0,44.0,Flat
90.0,37.5,33.0,108989,4.5,33.0,4.5,Flat
41.5,41.5,26.0,105901,15.5,26.0,15.5,Gable
44.5,44.5,25.0,103619,19.5,25.0,19.5,Gable
38.0,38.0,28.0,105900,10.0,28.0,10.0,Gable
36.0,36.0,27.5,526392,9.0,27.5,8.5,Flat
216.0,33.0,22.5,103618,9.0,24.0,10.5,Flat
216.0,38.5,22.5,103618,15.0,23.5,16.0,Flat
