data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student_accommodation_units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application,longitude,latitude,geopoint
Pre May 16,X000568,COMPLETED,2012,West Melbourne (Residential),411,1-13 Abbotsford Street WEST MELBOURNE VIC 3003,100001,,,,,3,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9432805,-37.80791988,"-37.80791988, 144.9432805"
Pre May 16,X000557,COMPLETED,2002,West Melbourne (Residential),401,7-21 Anderson Street WEST MELBOURNE VIC 3003,100435,,,,,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9415469,-37.80477682,"-37.80477682, 144.9415469"
Pre May 16,X000448,COMPLETED,2015,North Melbourne,314,302-308 Arden Street NORTH MELBOURNE VIC 3051,100509,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,24,6,0,144.9377236,-37.79925034,"-37.79925034, 144.9377236"
Pre May 16,X000458,COMPLETED,2004,North Melbourne,330,162-168 Arden Street NORTH MELBOURNE VIC 3051,100519,,,,,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9462277,-37.80032041,"-37.80032041, 144.9462277"
Pre May 16,X000996,COMPLETED,2013,North Melbourne,1012,201 Arden Street NORTH MELBOURNE VIC 3051,100552,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9410467,-37.80029861,"-37.80029861, 144.9410467"
Pre May 16,X000955,COMPLETED,2002,Parkville,903,192-198 The Avenue PARKVILLE VIC 3052,100615,,,,,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9578135,-37.78295736,"-37.78295736, 144.9578135"
Pre May 16,X000404,COMPLETED,2013,Carlton,260,97-115 Berkeley Street MELBOURNE VIC 3000,101043,,,,,12,0,0,0,0,0,0,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9587954,-37.80310281,"-37.80310281, 144.9587954"
Pre May 16,X000532,COMPLETED,2003,North Melbourne,375,4-12 Blackwood Street NORTH MELBOURNE VIC 3051,101096,,,,,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,144.9547459,-37.80191511,"-37.80191511, 144.9547459"
Pre May 16,X000122,COMPLETED,2010,Melbourne (CBD),48,65-71 Bourke Street MELBOURNE VIC 3000,101114,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,144.9714501,-37.81227537,"-37.81227537, 144.9714501"
Pre May 16,X000124,COMPLETED,2006,Melbourne (CBD),51,636-638 Bourke Street MELBOURNE VIC 3000,101169,,,,,5,0,0,0,0,0,0,0,0,0,5,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9547125,-37.81628199,"-37.81628199, 144.9547125"
Pre May 16,X000129,COMPLETED,2015,Melbourne (CBD),52,562-574 Bourke Street MELBOURNE VIC 3000,101173,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14881,560,0,0,0,0,325,0,0,0,341,0,144.9567556,-37.8155088,"-37.8155088, 144.9567556"
Pre May 16,X000135,COMPLETED,2010,Melbourne (CBD),55,314-336 Bourke Street MELBOURNE VIC 3000,101194,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9638271,-37.81344774,"-37.81344774, 144.9638271"
Pre May 16,X000142,COMPLETED,2009,Melbourne (CBD),57,140 East 134-144 Bourke Street MELBOURNE VIC 3000,101213,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6429,314,0,0,0,0,0,0,0,0,0,0,144.9688374,-37.81202281,"-37.81202281, 144.9688374"
Pre May 16,X000411,COMPLETED,2008,Carlton,263,The Bellagio Carlton 63-69 Bouverie Street CARLTON VIC 3053,101242,,,,,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,144.9613774,-37.80495785,"-37.80495785, 144.9613774"
Pre May 16,X000412,COMPLETED,2012,Carlton,263,71-79 Bouverie Street CARLTON VIC 3053,101243,,,,,8,0,0,0,0,0,88,0,88,0,0,0,0,0,0,40,0,0,0,0,0,180,0,0,0,0,0,144.961409,-37.80478096,"-37.80478096, 144.961409"
Pre May 16,X000390,COMPLETED,2003,Carlton,257,117-121 Bouverie Street CARLTON VIC 3053,101245,,,,,4,0,0,0,0,0,39,0,39,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,144.9615731,-37.80376613,"-37.80376613, 144.9615731"
Pre May 16,X000369,COMPLETED,2002,Carlton,245,203-225 Cardigan Street CARLTON VIC 3053,101608,,,,,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9649452,-37.80170813,"-37.80170813, 144.9649452"
Pre May 16,X000439,COMPLETED,2006,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,144.9605351,-37.7930669,"-37.7930669, 144.9605351"
Pre May 16,X000059,COMPLETED,2012,Melbourne (CBD),25,287-301 Collins Street MELBOURNE VIC 3000,102087,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,144.9644915,-37.81642214,"-37.81642214, 144.9644915"
Pre May 16,X000603,COMPLETED,2015,West Melbourne (Residential),439,52-54 Dudley Street WEST MELBOURNE VIC 3003,102972,,,,,5,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.9534802,-37.80866622,"-37.80866622, 144.9534802"
Pre May 16,X000341,COMPLETED,2008,Carlton,208,230-232 Elgin Street CARLTON VIC 3053,103127,,,,,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9665749,-37.79681346,"-37.79681346, 144.9665749"
Pre May 16,X000511,COMPLETED,2014,North Melbourne,362,587-589 Elizabeth Street MELBOURNE VIC 3000,103244,,,,,10,55,0,28,27,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,144.9581241,-37.80460726,"-37.80460726, 144.9581241"
Pre May 16,X000364,COMPLETED,2013,Carlton,239,786-798 Elizabeth Street MELBOURNE VIC 3000,103257,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,144.9582638,-37.80007242,"-37.80007242, 144.9582638"
Pre May 16,X000111,COMPLETED,2009,Melbourne (CBD),47,113-149 Exhibition Street MELBOURNE VIC 3000,103597,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43619,1250,0,0,0,0,0,0,0,0,0,0,144.9701094,-37.81281423,"-37.81281423, 144.9701094"
Pre May 16,X000235,COMPLETED,2009,Melbourne (CBD),87,Fraser Place Melbourne 17-19 Exploration Lane MELBOURNE VIC 3000,103631,,,,,14,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,130,0,0,0,0,0,0,0,0,0,0,144.9680775,-37.80895367,"-37.80895367, 144.9680775"
Pre May 16,X000550,COMPLETED,2012,North Melbourne,378,Unilodge on Villiers Apartments 51-63 Villiers Street NORTH MELBOURNE VIC 3051,103818,,,,,10,0,0,0,0,0,246,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134,0,144.9533473,-37.7989505,"-37.7989505, 144.9533473"
Pre May 16,X000032,COMPLETED,2009,Melbourne (CBD),17,The Duke 142-148 Flinders Street MELBOURNE VIC 3000,104021,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,144.9700863,-37.8164075,"-37.8164075, 144.9700863"
Pre May 16,X000944,COMPLETED,2011,Melbourne (Remainder),850,Yarra Boathouses 1-7 Boathouse Drive MELBOURNE VIC 3004,105113,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,144.9705641,-37.81990552,"-37.81990552, 144.9705641"
Pre May 16,X000359,COMPLETED,2003,Carlton,227,101-111 Neill Street CARLTON VIC 3053,105188,,,,,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9716134,-37.79470004,"-37.79470004, 144.9716134"
Pre May 16,X000625,COMPLETED,2012,West Melbourne (Industrial),502,133-165 Kensington Road WEST MELBOURNE VIC 3003,105221,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,5738,0,0,0,0,0,0,0,0,144.9191747,-37.79963865,"-37.79963865, 144.9191747"
Pre May 16,X000272,COMPLETED,2008,Melbourne (CBD),97,58-66 La Trobe Street MELBOURNE VIC 3000,105491,,,,,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9669434,-37.80829651,"-37.80829651, 144.9669434"
Pre May 16,X000388,COMPLETED,2011,Carlton,257,100-106 Leicester Street CARLTON VIC 3053,105524,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,144.9608578,-37.80370838,"-37.80370838, 144.9608578"
Pre May 16,X000173,COMPLETED,2006,Melbourne (CBD),68,23-33 Lonsdale Street MELBOURNE VIC 3000,105669,,,,,29,0,0,0,0,0,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9713817,-37.80989265,"-37.80989265, 144.9713817"
Pre May 16,X000171,COMPLETED,2004,Melbourne (CBD),67,139-143 Lonsdale Street MELBOURNE VIC 3000,105680,,,,,16,0,0,0,0,0,0,0,0,0,0,89,89,0,0,146,37,0,0,0,0,0,0,0,0,0,0,144.9682613,-37.81078621,"-37.81078621, 144.9682613"
Pre May 16,X000163,COMPLETED,2014,Melbourne (CBD),65,269-321 Lonsdale Street MELBOURNE VIC 3000,105698,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,144.9639296,-37.81247167,"-37.81247167, 144.9639296"
Pre May 16,X000154,COMPLETED,2013,Melbourne (CBD),61,617-639 Lonsdale Street MELBOURNE VIC 3000,105718,,,,,47,699,0,423,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9536247,-37.81542152,"-37.81542152, 144.9536247"
Pre May 16,X000193,COMPLETED,2002,Melbourne (CBD),74,University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,105737,,,,,13,0,0,0,0,0,214,0,214,0,0,0,0,0,0,97,195,0,0,0,0,0,0,0,0,0,0,144.9603272,-37.81245056,"-37.81245056, 144.9603272"
Pre May 16,X000195,COMPLETED,2003,Melbourne (CBD),76,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,,,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44840,32834,0,0,0,0,0,0,0,0,0,0,144.965725,-37.81067869,"-37.81067869, 144.965725"
Pre May 16,X000130,COMPLETED,2004,Melbourne (CBD),53,451-457 Little Bourke Street MELBOURNE VIC 3000,105854,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,0,0,0,0,0,0,0,0,144.959416,-37.81446338,"-37.81446338, 144.959416"
Pre May 16,X000164,COMPLETED,2002,Melbourne (CBD),65,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,105875,,,,,13,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9631275,-37.81292592,"-37.81292592, 144.9631275"
Pre May 16,X000090,COMPLETED,2014,Melbourne (CBD),38,25-35 Little Collins Street MELBOURNE VIC 3000,105910,,,,,32,187,0,0,0,0,0,0,0,0,174,0,174,0,0,0,0,0,0,0,0,306,0,0,40,52,0,144.9727056,-37.81289879,"-37.81289879, 144.9727056"
Pre May 16,X000186,COMPLETED,2014,Melbourne (CBD),72,Metro Park West Apartments 557-561 Little Lonsdale Street MELBOURNE VIC 3000,106024,,,,,25,195,0,160,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,144.9553662,-37.81335272,"-37.81335272, 144.9553662"
Pre May 16,X000371,COMPLETED,2008,Carlton,247,204-218 Lygon Street CARLTON VIC 3053,106237,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,328,0,0,0,0,0,0,0,0,0,0,144.9671431,-37.80218764,"-37.80218764, 144.9671431"
Pre May 16,X000376,COMPLETED,2003,Carlton,252,98-126 Lygon Street CARLTON VIC 3053,106250,,,,,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,144.9667019,-37.80443771,"-37.80443771, 144.9667019"
Pre May 16,X000446,COMPLETED,2011,North Melbourne,309,287-313 MacAulay Road NORTH MELBOURNE VIC 3051,106303,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,144.9371088,-37.79545188,"-37.79545188, 144.9371088"
Pre May 16,X000099,COMPLETED,2004,Melbourne (CBD),44,18-22 McKillop Street MELBOURNE VIC 3000,106374,,,,,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9618186,-37.8151458,"-37.8151458, 144.9618186"
Pre May 16,X000961,COMPLETED,2014,Parkville,927,Evo Apartments 107-115 Manningham Street PARKVILLE VIC 3052,106408,,,,,6,175,0,14,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,144.9406843,-37.78442153,"-37.78442153, 144.9406843"
Pre May 16,X000963,COMPLETED,2014,Parkville,927,125-133 Manningham Street PARKVILLE VIC 3052,106414,,,,,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9403735,-37.78384346,"-37.78384346, 144.9403735"
Pre May 16,X000431,COMPLETED,2003,Carlton,266,9-13 Earl Street CARLTON VIC 3053,107085,,,,,8,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9654309,-37.80616681,"-37.80616681, 144.9654309"
Pre May 16,X000503,COMPLETED,2005,North Melbourne,359,140-164 Peel Street NORTH MELBOURNE VIC 3051,107528,,,,,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9566607,-37.80444383,"-37.80444383, 144.9566607"
Pre May 16,X000381,COMPLETED,2014,Carlton,255,95-125 Pelham Street CARLTON VIC 3053,107541,,,,,15,118,0,92,25,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,40,0,144.964422,-37.80282176,"-37.80282176, 144.964422"
Pre May 16,X000987,COMPLETED,2011,Parkville,930,CSL Limited 39-79 Poplar Road PARKVILLE VIC 3052,107618,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,144.9447501,-37.78034463,"-37.78034463, 144.9447501"
Pre May 16,X000415,COMPLETED,2010,Carlton,264,205-209 Queensberry Street CARLTON VIC 3053,107869,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,144.9619971,-37.80465676,"-37.80465676, 144.9619971"
Pre May 16,X000904,COMPLETED,2015,Southbank,802,31-49 Queens Bridge Street SOUTHBANK VIC 3006,108045,,,,,67,667,0,0,0,0,0,0,0,0,0,0,0,0,0,811,250,0,0,0,0,0,0,0,611,0,0,144.9613935,-37.82293404,"-37.82293404, 144.9613935"
Pre May 16,X000133,COMPLETED,2003,Melbourne (CBD),54,184-192 Queen Street MELBOURNE VIC 3000,108104,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,110,0,0,0,0,0,0,0,0,0,0,144.9606798,-37.81402804,"-37.81402804, 144.9606798"
Pre May 16,X000375,COMPLETED,2011,Carlton,251,83-95 Rathdowne Street CARLTON VIC 3053,108155,,,,,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,144.9687987,-37.80485099,"-37.80485099, 144.9687987"
Pre May 16,X000352,COMPLETED,2004,Carlton,216,349-355 Rathdowne Street CARLTON VIC 3053,108193,,,,,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.969914,-37.79819052,"-37.79819052, 144.969914"
Pre May 16,X000353,COMPLETED,2004,Carlton,216,357-363 Rathdowne Street CARLTON VIC 3053,108194,,,,,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9699425,-37.79802699,"-37.79802699, 144.9699425"
Pre May 16,X000595,COMPLETED,2011,West Melbourne (Residential),432,42-50 Rosslyn Street WEST MELBOURNE VIC 3003,108443,,,,,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,144.9525577,-37.80740897,"-37.80740897, 144.9525577"
Pre May 16,X000304,COMPLETED,2010,Melbourne (CBD),107,380-388 Russell Street MELBOURNE VIC 3000,108561,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9661017,-37.8074831,"-37.8074831, 144.9661017"
Pre May 16,X000113,COMPLETED,2002,Melbourne (CBD),47,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,108591,,,,,15,132,0,0,0,0,0,0,0,0,0,26,26,0,0,0,1417,0,0,0,0,0,0,0,0,0,0,144.9690282,-37.81349357,"-37.81349357, 144.9690282"
Pre May 16,X000715,COMPLETED,2006,Melbourne (Remainder),724,519-539 St Kilda Road MELBOURNE VIC 3004,108646,,,,,9,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,144.9798741,-37.84556679,"-37.84556679, 144.9798741"
Pre May 16,X000592,COMPLETED,2008,West Melbourne (Residential),431,478-486 Spencer Street WEST MELBOURNE VIC 3003,108942,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,144.9498257,-37.80874254,"-37.80874254, 144.9498257"
Pre May 16,X000590,COMPLETED,2007,West Melbourne (Residential),430,115-121 Stanley Street WEST MELBOURNE VIC 3003,109013,,,,,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9479487,-37.80928863,"-37.80928863, 144.9479487"
Pre May 16,X000707,COMPLETED,2012,Melbourne (Remainder),660,Olympic Park 2-100 Olympic Boulevard MELBOURNE VIC 3004,109256,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,144.9824354,-37.82485516,"-37.82485516, 144.9824354"
Pre May 16,X000626,COMPLETED,2013,Kensington,503,50-60 Lloyd Street KENSINGTON VIC 3031,109449,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1325,0,0,0,0,0,0,0,0,0,144.9299594,-37.79958628,"-37.79958628, 144.9299594"
Pre May 16,X000631,COMPLETED,2006,Kensington,503,50-60 Lloyd Street KENSINGTON VIC 3031,109449,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,0,0,144.9299594,-37.79958628,"-37.79958628, 144.9299594"
Pre May 16,X000635,COMPLETED,2011,Kensington,503,50-60 Lloyd Street KENSINGTON VIC 3031,109449,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,487,0,0,0,0,0,0,0,0,0,144.9299594,-37.79958628,"-37.79958628, 144.9299594"
Pre May 16,X000534,COMPLETED,2005,North Melbourne,376,12-24 Tyrone Street NORTH MELBOURNE VIC 3051,109554,,,,,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9543622,-37.80091468,"-37.80091468, 144.9543622"
Pre May 16,X000560,COMPLETED,2007,West Melbourne (Residential),403,Silk Apartments 493-499 Victoria Street WEST MELBOURNE VIC 3003,109756,,,,,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9434493,-37.80481305,"-37.80481305, 144.9434493"
Pre May 16,X000207,COMPLETED,2004,Melbourne (CBD),82,277-287 William Street MELBOURNE VIC 3000,110108,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,355,0,0,0,0,0,0,0,0,0,0,144.9563615,-37.8125206,"-37.8125206, 144.9563615"
Pre May 16,X000932,COMPLETED,2008,Southbank,812,18 Kavanagh Street SOUTHBANK VIC 3006,110416,,,,,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,87,0,0,0,0,0,0,0,0,0,0,144.9660269,-37.82271891,"-37.82271891, 144.9660269"
Pre May 16,X000756,COMPLETED,2010,Southbank,748,Elm Apartments 18-24 Dorcas Street SOUTHBANK VIC 3006,110435,,,,,17,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,144.9695712,-37.83002099,"-37.83002099, 144.9695712"
Pre May 16,X000726,COMPLETED,2010,Southbank,732,109-117 Clarendon Street SOUTHBANK VIC 3006,110482,,,,,33,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,144.9584752,-37.82773625,"-37.82773625, 144.9584752"
Pre May 16,X000911,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,"-37.82538979, 144.9523045"
Pre May 16,X000912,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,"-37.82538979, 144.9523045"
Pre May 16,X000840,COMPLETED,2012,Port Melbourne,781,674-702 Lorimer Street PORT MELBOURNE VIC 3207,110515,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,0,0,0,0,0,0,0,0,0,144.9233618,-37.82230248,"-37.82230248, 144.9233618"
Pre May 16,X000841,COMPLETED,2010,Port Melbourne,781,704-744 Lorimer Street PORT MELBOURNE VIC 3207,110516,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,53,0,0,144.9254499,-37.82167499,"-37.82167499, 144.9254499"
Pre May 16,X000767,COMPLETED,2007,Docklands,772,Hallmarc Business Park 69-79 Lorimer Street DOCKLANDS VIC 3008,110528,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7157,0,0,0,0,0,0,0,0,0,0,0,144.9427044,-37.82495447,"-37.82495447, 144.9427044"
Pre May 16,X000768,COMPLETED,2011,Docklands,772,81-83 Lorimer Street DOCKLANDS VIC 3008,110529,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0,0,0,0,0,0,0,0,89,0,0,144.9421449,-37.82460896,"-37.82460896, 144.9421449"
Pre May 16,X000835,COMPLETED,2010,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,500,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,"-37.82302894, 144.9253878"
Pre May 16,X000848,COMPLETED,2002,Port Melbourne,786,157-171 Salmon Street PORT MELBOURNE VIC 3207,110588,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469,0,0,0,0,0,0,0,0,0,0,0,144.9212377,-37.82732829,"-37.82732829, 144.9212377"
Pre May 16,X000746,COMPLETED,2006,Southbank,744,175-187 Sturt Street SOUTHBANK VIC 3006,110617,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,144.9662634,-37.82867473,"-37.82867473, 144.9662634"
Pre May 16,X000763,COMPLETED,2012,Southbank,752,Arts Centre Melbourne 2-128 St Kilda Road SOUTHBANK VIC 3006,110733,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9681709,-37.82094593,"-37.82094593, 144.9681709"
Pre May 16,X001001,COMPLETED,2007,Docklands,1101,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,110843,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,21158,0,0,0,0,0,0,0,0,0,0,144.95056,-37.81450443,"-37.81450443, 144.95056"
Pre May 16,X000577,COMPLETED,2011,West Melbourne (Residential),418,230-238 Roden Street WEST MELBOURNE VIC 3003,528836,,,,,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9448076,-37.80972102,"-37.80972102, 144.9448076"
Pre May 16,X000547,COMPLETED,2004,North Melbourne,377,2-6 High Street NORTH MELBOURNE VIC 3051,533327,,,,,6,4,0,0,0,0,116,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9539186,-37.79988631,"-37.79988631, 144.9539186"
Pre May 16,X000408,COMPLETED,2014,Carlton,263,2-14 Leicester Street CARLTON VIC 3053,533992,,,,,19,283,0,197,86,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,85,0,0,144.9603004,-37.80604262,"-37.80604262, 144.9603004"
Pre May 16,X000284,COMPLETED,2015,Melbourne (CBD),103,Infinity 8 Apartments 243-263 Franklin Street MELBOURNE VIC 3000,554417,,,,,12,54,0,22,32,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,144.9566355,-37.80969653,"-37.80969653, 144.9566355"
Pre May 16,X000286,COMPLETED,2012,Melbourne (CBD),103,Infinity 8 Apartments 243-263 Franklin Street MELBOURNE VIC 3000,554417,,,,,19,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9566355,-37.80969653,"-37.80969653, 144.9566355"
Pre May 16,X001120,COMPLETED,2002,Docklands,1109,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,560001,,,,,23,154,0,0,0,0,0,0,0,0,0,22,22,0,0,453,425,0,0,0,0,0,0,0,0,0,0,144.94123,-37.81459063,"-37.81459063, 144.94123"
Pre May 16,X001107,COMPLETED,2002,Docklands,1109,24-42 Newquay Promenade DOCKLANDS VIC 3008,560004,,,,,5,413,0,0,0,0,0,0,0,0,0,0,0,0,0,547,382,0,0,0,0,0,0,0,0,0,0,144.9421716,-37.81436322,"-37.81436322, 144.9421716"
