data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student_accommodation_units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application,longitude,latitude,geopoint
Post May 16,X000570,COMPLETED,2017,West Melbourne (Residential),413,82-84 Ireland Street WEST MELBOURNE VIC 3003,105093,,,,,5,14,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,TP-2013-260,144.9437363,-37.80662529,"-37.80662529, 144.9437363"
Post May 16,X000346,COMPLETED,2017,Carlton,212,494-516 Drummond Street CARLTON VIC 3053,627568,,,,,9,91,0,0,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,4,TPM-2014-39,144.9700228,-37.79357998,"-37.79357998, 144.9700228"
Post May 16,X001277,COMPLETED,2017,North Melbourne,323,46-54 Henderson Street NORTH MELBOURNE VIC 3051,104786,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,TP-2015-301,144.9395638,-37.79730229,"-37.79730229, 144.9395638"
Post May 16,X000528,COMPLETED,2017,North Melbourne,370,33-35 Arden Street NORTH MELBOURNE VIC 3051,579248,,,,,4,45,4,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,TP-2014-193,144.9505202,-37.80135261,"-37.80135261, 144.9505202"
Post May 16,X000305,COMPLETED,2017,West Melbourne (Residential),111,57-77 Dudley Street WEST MELBOURNE VIC 3003,108947,,,,,39,438,0,154,266,18,0,0,0,0,0,0,0,0,0,2603,0,0,0,0,0,0,0,0,202,0,TPM-2010-13/A,144.9505875,-37.81025672,"-37.81025672, 144.9505875"
Post May 16,X001529,COMPLETED,2017,Port Melbourne,785,(32 South Wharf) 469-591 Lorimer Street PORT MELBOURNE VIC 3207,110506,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,24,0,TPM-2016-25,144.9136029,-37.82148005,"-37.82148005, 144.9136029"
Post May 16,X000149,COMPLETED,2017,Melbourne (CBD),61,20-40 Rose Lane MELBOURNE VIC 3000,105717,,,,,51,399,0,64,291,44,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,369,0,0,204,122,TPM-2014-6,144.9542482,-37.81498912,"-37.81498912, 144.9542482"
Post May 16,X000786,COMPLETED,2017,Docklands,773,86 South Wharf Drive DOCKLANDS VIC 3008,677826,,,,,4,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,TP-2015-565,144.9354531,-37.82186675,"-37.82186675, 144.9354531"
Post May 16,X000853,COMPLETED,2017,Port Melbourne,786,552-578 Lorimer Street PORT MELBOURNE VIC 3207,650393,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,3325,0,0,0,0,0,30,6,0,144.9153361,-37.82272568,"-37.82272568, 144.9153361"
Post May 16,X000078,COMPLETED,2017,Melbourne (CBD),34,360-374 Collins Street MELBOURNE VIC 3000,102133,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2014-986/A,144.962171,-37.81616885,"-37.81616885, 144.962171"
Post May 16,X001169,COMPLETED,2018,Southbank,748,33 Coventry Street SOUTHBANK VIC 3006,110455,,,,,21,72,0,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,TP-2014-1037,144.9696443,-37.82940306,"-37.82940306, 144.9696443"
Post May 16,X001306,COMPLETED,2015,Parkville,931,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,103908,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,TPM-2015-23,144.9495408,-37.79361764,"-37.79361764, 144.9495408"
Post May 16,X000452,COMPLETED,2018,North Melbourne,317,"108 Haines Street, North Melbourne, 3051",110646,110645,,,,13,143,0,60,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,124,TP-2014-955,144.9434743,-37.7982701,"-37.7982701, 144.9434743"
Post May 16,X001215,COMPLETED,2018,Southbank,733,312-320 City Road SOUTHBANK VIC 3006,110399,,,,,43,494,0,148,334,12,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,180,32,TPM-2010-31,144.9582484,-37.82712269,"-37.82712269, 144.9582484"
Post May 16,X001272,COMPLETED,2018,Carlton,252,103 Drummond Street CARLTON VIC 3053,102632,102631,,,,3,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,TP-2015-384,144.96735,-37.80423245,"-37.80423245, 144.96735"
Post May 16,X001240,COMPLETED,2018,Docklands,773,"100 South Wharf Drive, Docklands, 3008",694342,,,,,4,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,TP-2016-289,144.9345318,-37.82165383,"-37.82165383, 144.9345318"
Post May 16,X000018,COMPLETED,2013,Melbourne (CBD),14,31-39 Elizabeth Street MELBOURNE VIC 3000,103172,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,TP-2011-829/A,144.9643344,-37.81742176,"-37.81742176, 144.9643344"
Post May 16,X000391,COMPLETED,2015,Carlton,257,123-127 Bouverie Street CARLTON VIC 3053,101246,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2013-947/A,144.9614617,-37.80349578,"-37.80349578, 144.9614617"
Post May 16,X001340,COMPLETED,2018,Carlton,259,"221 Pelham Street, CARLTON, 3053",107545,,,,,14,0,0,0,0,0,243,352,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,TP-2016-46,144.9589841,-37.80225591,"-37.80225591, 144.9589841"
Post May 16,X0001612,COMPLETED,2018,Southbank,813,The Primrose Potter Australian Ballet Centre 2-6 Kavanagh Street SOUTHBANK VIC 3006,110411,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910,0,0,0,0,0,0,TP-2016-991,144.9673678,-37.82197176,"-37.82197176, 144.9673678"
Post May 16,X001035,COMPLETED,2018,Docklands,1105,2-12 Batmans Hill Drive DOCKLANDS VIC 3008,628713,,,,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34700,472,0,0,0,0,0,0,0,242,0,TPM-2014-37,144.950065,-37.82172968,"-37.82172968, 144.950065"
Post May 16,X001320,COMPLETED,2018,Melbourne (CBD),74,Carpark 399-401 Little Lonsdale Street MELBOURNE VIC 3000,106019,,,,,38,0,0,0,0,0,0,0,0,0,483,0,483,0,0,0,442,0,0,0,0,0,0,0,130,0,TPM-2009-23/C,144.9601358,-37.81204562,"-37.81204562, 144.9601358"
Post May 16,X001551,COMPLETED,2018,Carlton,263,16-32 Leicester Street CARLTON VIC 3053,105527,,,,,17,0,0,0,0,0,734,866,866,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,100,TP-2016-825,144.9605077,-37.80570167,"-37.80570167, 144.9605077"
Post May 16,X0005007,COMPLETED,2018,Parkville,921,"30 Flemington Road, Parkville, 3052",103909,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,0,0,0,0,0,0,ID-2016-1,144.9538501,-37.79754455,"-37.79754455, 144.9538501"
Post May 16,X001113,COMPLETED,2019,Docklands,1109,387-395 Docklands Drive DOCKLANDS VIC 3008,601814,,,,,18,180,0,135,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,TPD-2012-41/A,144.9408371,-37.81401982,"-37.81401982, 144.9408371"
Post May 16,X001281,COMPLETED,2019,North Melbourne,333,614-616 Queensberry Street NORTH MELBOURNE VIC 3051,107972,107974,,,,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2015-862,144.9469518,-37.80250584,"-37.80250584, 144.9469518"
Post May 16,X0001643,COMPLETED,2019,Melbourne (CBD),15,River View House 274-282 Flinders Street MELBOURNE VIC 3000,103328,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4595,0,0,0,0,0,0,0,0,0,0,TP-2010-276/D,144.9650858,-37.81765999,"-37.81765999, 144.9650858"
Post May 16,X0004203,COMPLETED,2019,Southbank,751,Victorian College Of The Arts 234 St Kilda Road SOUTHBANK VIC 3006,108654,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,TP-2018-423,144.9693876,-37.82445562,"-37.82445562, 144.9693876"
Post May 16,X001341,COMPLETED,2019,Carlton,260,684-688 Elizabeth Street MELBOURNE VIC 3000,103264,,,,,19,120,0,35,76,9,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,36,134,TP-2015-1219,144.9583041,-37.80236558,"-37.80236558, 144.9583041"
Post May 16,X000262,COMPLETED,2019,Melbourne (CBD),95,224-252 La Trobe Street MELBOURNE VIC 3000,105485,,,,,84,1139,0,520,563,56,0,0,0,0,0,204,204,0,0,3408,3037,0,0,0,0,0,0,0,364,786,TPM-2014-10,144.962281,-37.80965321,"-37.80965321, 144.962281"
Post May 16,X001234,COMPLETED,2019,West Melbourne (Residential),440,109-133 Rosslyn Street WEST MELBOURNE VIC 3003,108411,,,,,8,191,0,115,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,95,TP-2015-391,144.9506402,-37.80905673,"-37.80905673, 144.9506402"
Post May 16,X001549,COMPLETED,2019,Melbourne (CBD),77,"109-111 Little Lonsdale Street, MELBOURNE 3000",106006,,,,,21,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0,121,0,0,0,0,0,0,0,0,0,TP-2016-537,144.9686039,-37.80945966,"-37.80945966, 144.9686039"
Post May 16,X0005006,COMPLETED,2019,Port Melbourne,786,580-600 Lorimer Street PORT MELBOURNE VIC 3207,650394,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,0,10343,0,0,0,0,0,0,191,0,TP-2015-319/B,144.9163806,-37.82254848,"-37.82254848, 144.9163806"
Post May 16,X0005213,COMPLETED,2019,North Melbourne,368,450-454 Queensberry Street NORTH MELBOURNE VIC 3051,108015,,,,,4,1,0,1,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,12,10,TP-2014-482/B,144.9523781,-37.80306546,"-37.80306546, 144.9523781"
Post May 16,X000414,COMPLETED,2019,Carlton,264,156-172 Victoria Street CARLTON VIC 3053,644814,,,,,77,1035,0,348,627,60,0,0,0,0,0,0,0,0,0,0,1821,0,0,0,0,926,0,0,232,470,TPM-2014-13,144.9619402,-37.80614542,"-37.80614542, 144.9619402"
Post May 16,X001180,COMPLETED,2019,Kensington,2538,64-68 Stubbs Street KENSINGTON VIC 3031,616152,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,8,0,TP-2014-1080/B,144.935278,-37.79113281,"-37.79113281, 144.935278"
Post May 16,X0005605,COMPLETED,2019,Carlton,265,"96-100 Victoria Street, Carlton, 3053",109848,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,TP-2018-994,144.9641763,-37.80649761,"-37.80649761, 144.9641763"
Post May 16,X0002805,COMPLETED,2019,North Melbourne,375,RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051,103810,,,,,12,0,0,0,0,0,106,160,160,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,123,TP-2015-1204/A,144.955841,-37.80142395,"-37.80142395, 144.955841"
Post May 16,X0003201,COMPLETED,2019,Melbourne (CBD),35,104-110 Elizabeth Street MELBOURNE VIC 3000,103320,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,274,0,0,0,0,0,0,0,0,13,TP-2017-955,144.9640203,-37.81544356,"-37.81544356, 144.9640203"
Post May 16,X001188,COMPLETED,2017,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,1,0,0,1,0,20,20,20,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,TP-2014-1116,144.9605351,-37.7930669,"-37.7930669, 144.9605351"
Post May 16,X001360,COMPLETED,2020,West Melbourne (Residential),432,3-11 Howard Street WEST MELBOURNE VIC 3003,105010,,,,,5,17,0,0,9,8,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,39,11,TP-2015-1218,144.9529789,-37.80701505,"-37.80701505, 144.9529789"
Post May 16,X0004802,COMPLETED,2020,North Melbourne,354,39-43 Leveson Street NORTH MELBOURNE VIC 3051,105610,,,,,3,10,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TP-2017-78/A,144.950513,-37.80392261,"-37.80392261, 144.950513"
Post May 16,X0001652,COMPLETED,2020,Carlton,257,123-127 Bouverie Street CARLTON VIC 3053,101246,101247,,,,14,0,0,0,0,0,0,596,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2017-188,144.9614617,-37.80349578,"-37.80349578, 144.9614617"
Post May 16,X001565,COMPLETED,2020,Melbourne (CBD),13,1-5 Queen Street MELBOURNE VIC 3000,108057,,,,,24,2,0,0,0,2,0,0,0,0,0,192,192,0,0,0,420,0,0,0,0,0,0,0,1,0,TP-2014-524/A,144.9620226,-37.81878499,"-37.81878499, 144.9620226"
Post May 16,X0001634,COMPLETED,2020,Docklands,1101,263-283 Spencer Street DOCKLANDS VIC 3008,644320,,,,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60079,0,0,0,0,0,0,0,0,600,169,TPMR-2017-4,144.9511859,-37.81433178,"-37.81433178, 144.9511859"
Post May 16,X001253,COMPLETED,2020,South Yarra,862,91-93 Millswyn Street SOUTH YARRA VIC 3141,106636,,,,,4,13,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,TP-2015-668,144.9800981,-37.83519381,"-37.83519381, 144.9800981"
Post May 16,X0004806,COMPLETED,2020,East Melbourne,614,Freemasons Hospital 162-198 Clarendon Street EAST MELBOURNE VIC 3002,102005,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,340,10,TP-2015-1136/B,144.9841889,-37.81107986,"-37.81107986, 144.9841889"
Post May 16,X0005606,COMPLETED,2020,Southbank,748,25-29 Coventry Street SOUTHBANK VIC 3006,110452,,,,,21,260,0,154,85,21,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,254,95,TP-2012-170/C,144.9700371,-37.82937789,"-37.82937789, 144.9700371"
Post May 16,X001297,COMPLETED,2020,Docklands,1106,614-666 Flinders Street DOCKLANDS VIC 3008,559277,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,493,TPM-2015-20,144.9534171,-37.82111519,"-37.82111519, 144.9534171"
Post May 16,X001570,COMPLETED,2020,Melbourne (CBD),87,141-149 La Trobe Street MELBOURNE VIC 3000,105441,101023,,,,43,177,0,124,53,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,58,0,TP-2014-910/A,144.9674791,-37.8087754,"-37.8087754, 144.9674791"
Post May 16,X001537,COMPLETED,2020,North Melbourne,336,233-239 Dryburgh Street NORTH MELBOURNE VIC 3051,102825,,,,,5,39,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,TP-2016-819,144.9434578,-37.80086079,"-37.80086079, 144.9434578"
Post May 16,X001288,COMPLETED,2020,Southbank,736,93-119 Kavanagh Street SOUTHBANK VIC 3006,110408,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095,0,0,0,0,0,0,0,0,0,TPM-2015-18,144.9635897,-37.82570384,"-37.82570384, 144.9635897"
Post May 16,X0002802,COMPLETED,2020,Carlton,265,498-504 Swanston Street CARLTON VIC 3053,109380,,,,,17,0,0,0,0,0,539,710,710,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,80,TP-2017-828,144.9637188,-37.80521719,"-37.80521719, 144.9637188"
Post May 16,X0006407,COMPLETED,2020,West Melbourne (Residential),111,"28 Batman Street, West Melbourne, 3003",100861,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2019-281,144.9518647,-37.81026913,"-37.81026913, 144.9518647"
Post May 16,X0004204,COMPLETED,2020,Melbourne (CBD),16,172-192 Flinders Street MELBOURNE VIC 3000,104018,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15971,620,0,0,0,0,0,0,0,895,183,TP-2011-88/B,144.9685651,-37.81660689,"-37.81660689, 144.9685651"
Post May 16,X0001664,COMPLETED,2020,Southbank,812,49-59 Southbank Boulevard SOUTHBANK VIC 3006,110337,,,,,11,0,0,0,0,0,0,0,0,0,220,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,ID-2016-5,144.9648113,-37.82262347,"-37.82262347, 144.9648113"
Post May 16,X001291,COMPLETED,2020,Southbank,736,93-119 Kavanagh Street SOUTHBANK VIC 3006,110408,706735,,,,72,881,0,530,351,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,464,0,TPM-2015-18,144.9635897,-37.82570384,"-37.82570384, 144.9635897"
Post May 16,X001563,COMPLETED,2021,Melbourne (CBD),85,268-270 Lonsdale Street MELBOURNE VIC 3000,105748,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,TP-2016-669,144.9641452,-37.81148397,"-37.81148397, 144.9641452"
Post May 16,X0002615,COMPLETED,2021,Carlton,205,114-152 Grattan Street CARLTON VIC 3053,104469,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40832,0,0,0,0,55,0,ID-2017-2,144.9648073,-37.79996957,"-37.79996957, 144.9648073"
Post May 16,X0002616,COMPLETED,2021,Carlton,205,114-152 Grattan Street CARLTON VIC 3053,104469,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,2486,0,0,0,0,0,0,ID-2017-2,144.9648073,-37.79996957,"-37.79996957, 144.9648073"
Post May 16,X0008412,COMPLETED,2021,West Melbourne (Residential),441,177-231 Rosslyn Street WEST MELBOURNE VIC 3003,102956,,,,,11,102,0,50,27,25,0,0,0,0,0,0,0,0,0,0,1677,0,0,0,214,0,0,0,0,0,TPM-2014-22/B,144.9486,-37.8102,"-37.8102, 144.9486"
Post May 16,X000223,COMPLETED,2021,Melbourne (CBD),84,The Celtic Club 316-322 Queen Street MELBOURNE VIC 3000,108090,,,,,48,227,0,33,170,24,0,0,0,0,0,0,0,0,0,0,1882,0,0,0,0,0,0,0,30,64,TPM-2011-24,144.959303,-37.81120176,"-37.81120176, 144.959303"
Post May 16,X0002605,COMPLETED,2021,Carlton,256,623-645 Swanston Street CARLTON VIC 3053,109326,109326,,,,14,0,0,0,0,0,0,656,656,0,0,0,0,0,0,0,250,0,0,430,0,0,0,0,20,172,TP-2017-761/A,144.9629756,-37.80356808,"-37.80356808, 144.9629756"
Post May 16,X000734,COMPLETED,2021,Southbank,734,245-261 City Road SOUTHBANK VIC 3006,110371,,,,,43,371,0,199,170,2,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,316,0,0,0,382,TPM-2009-57,144.9598181,-37.82674968,"-37.82674968, 144.9598181"
Post May 16,X001175,COMPLETED,2021,South Yarra,859,146W-150W Toorak Road SOUTH YARRA VIC 3141,109512,,,,,3,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,TP-2014-1061/C,144.9843618,-37.83764528,"-37.83764528, 144.9843618"
Post May 16,X0006805,COMPLETED,2021,Melbourne (CBD),51,"628 Bourke Street, Melbourne, 3000",101170,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,28,90,TP-2019-444,144.9548046,-37.81595931,"-37.81595931, 144.9548046"
Post May 16,X0005602,COMPLETED,2021,North Melbourne,363,611-669 Elizabeth Street MELBOURNE VIC 3000,103251,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,4461,3009,0,8688,0,0,0,0,106,97,TPM-2018-21,144.9574997,-37.80324692,"-37.80324692, 144.9574997"
Post May 16,X0003211,COMPLETED,2021,Melbourne (CBD),114,"131-151 Therry Street, Melbourne, 3000",109493,109492,104094,,,10,48,0,46,2,0,0,0,0,0,0,0,0,0,120,0,1332,0,0,0,0,0,0,5332,0,132,TPMR-2018-2,144.9589999,-37.80771253,"-37.80771253, 144.9589999"
Post May 16,X0002000,COMPLETED,2022,Melbourne (CBD),31,"595 Little Collins Street, MELBOURNE, 3000",105943,105944,,,,33,0,0,0,0,0,0,0,0,0,299,0,299,0,0,4700,564,0,0,0,0,0,0,0,87,30,TP-2017-443,144.9552294,-37.81793442,"-37.81793442, 144.9552294"
Post May 16,X0004001,COMPLETED,2022,Melbourne (CBD),93,183-189 A'Beckett Street MELBOURNE VIC 3000,100157,,,,,48,0,0,0,0,0,0,901,901,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,226,TPMR-2015-29/A,144.9580583,-37.8104074,"-37.8104074, 144.9580583"
Post May 16,X0007412,COMPLETED,2022,Kensington,512,"393 Macaulay Road, Kensington, 3031",106306,106305,,,,8,73,4,1,55,13,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,45,154,TP-2018-360/A,144.9338078,-37.79511714,"-37.79511714, 144.9338078"
Post May 16,X0008601,COMPLETED,2021,Kensington,505,"350 Arden Street, Kensington, 3031",100507,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,28,TP-2020-151,144.9344,-37.799,"-37.799, 144.9344"
Post May 16,X0008804,COMPLETED,2022,Melbourne (CBD),77,150-162 Lonsdale Street MELBOURNE VIC 3000,110709,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,TPMR-2020-19,144.9676,-37.8101,"-37.8101, 144.9676"
Post May 16,X000828,COMPLETED,2009,Port Melbourne,775,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,600456,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,0,5569,0,0,0,0,0,0,0,0,TP-2006-523,144.9361631,-37.82373118,"-37.82373118, 144.9361631"
Post May 16,X0010202,COMPLETED,2022,West Melbourne (Residential),426,"512-544 Spencer Street, West Melbourne, 3003",108936,,,,,8,53,0,18,29,6,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,69,53,TPM-2017-5/A,144.9488,-37.8079,"-37.8079, 144.9488"
Post May 16,X0004602,COMPLETED,2022,Melbourne (CBD),77,150-162 Lonsdale Street MELBOURNE VIC 3000,110709,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22450,280,0,0,0,0,0,0,0,138,200,TPMR-2017-10/A,144.9675734,-37.81012247,"-37.81012247, 144.9675734"
Post May 16,X001323,COMPLETED,2022,Southbank,812,71-75 City Road SOUTHBANK VIC 3006,110357,110358,110359,110360,,49,592,0,252,208,132,0,0,0,0,0,0,0,0,0,422,543,0,0,0,0,0,0,0,266,391,TPM-2015-37,144.9656151,-37.82232878,"-37.82232878, 144.9656151"
Post May 16,X0013400,COMPLETED,2022,East Melbourne,656,"70-74 Jolimont Street, East Melbourne, 3002",105137,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,32,12,TP-2022-232,144.9803627,-37.81820617,"-37.81820617, 144.9803627"
Post May 16,X0009414,COMPLETED,2022,North Melbourne,303,"St Michaels Primary School 8-14 Brougham Street, North Melbourne, 3051",101326,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557,0,0,0,0,0,14,TPM-2020-59,144.9463188,-37.79339324,"-37.79339324, 144.9463188"
Post May 16,X0009412,COMPLETED,2023,Melbourne (CBD),103,"196-200 A'Beckett Street, Melbourne, 3000",100160,100161,100159,,,28,0,0,0,0,0,471,665,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,TP-2020-578,144.9574424,-37.80999239,"-37.80999239, 144.9574424"
Post May 16,X001232,APPLIED,,Melbourne (CBD),16,150-162 Flinders Street MELBOURNE VIC 3000,104020,,,,,31,2,0,0,0,2,0,0,0,0,221,0,221,0,0,3265,0,0,0,0,0,0,0,0,0,0,TP-2015-487,144.9693865,-37.8164856,"-37.8164856, 144.9693865"
Post May 16,X0010400,APPLIED,,North Melbourne,309,"287-313 Macaulay Road, North Melbourne, 3051",106303,,,,,12,120,0,12,78,30,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0,0,0,0,101,103,TP-2021-53,144.9371088,-37.79545188,"-37.79545188, 144.9371088"
Post May 16,X0011206,APPLIED,,Melbourne (CBD),18,"1 Spring Street, Melbourne, 3000",108975,103912,,,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27484,217,0,0,0,0,0,0,0,176,217,ID-2021-1,144.973791799999,-37.8149933999999,"-37.8149933999999, 144.973791799999"
Post May 16,X0011606,APPLIED,,Southbank,734,51-65 Clarke Street SOUTHBANK VIC 3006,110463,,,,,70,361,0,91,235,35,0,0,0,0,222,0,222,0,0,2870,0,0,0,0,0,0,0,0,176,173,TPM-2016-4/B,144.9597,-37.8273,"-37.8273, 144.9597"
Post May 16,X0011800,APPLIED,,North Melbourne,2390,"280-286 Macaulay Road, North Melbourne, 3051",617410,,,,,12,104,0,24,53,27,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,119,40,TP-2021-672,144.9369076,-37.79488185,"-37.79488185, 144.9369076"
Post May 16,X0012415,APPLIED,,South Yarra,859,6 Marne Street SOUTH YARRA VIC 3141,106467,,,,,3,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,TP-2021-799,144.9840404,-37.8374168699999,"-37.8374168699999, 144.9840404"
Post May 16,X0012601,APPLIED,,Kensington,512,"30 Albermarle Street, Kensington, 3031",100304,104622,,,,7,64,0,24,33,7,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,68,64,TP-2022-66,144.9336766,-37.79540759,"-37.79540759, 144.9336766"
Post May 16,X0013004,APPLIED,,North Melbourne,375,"5-17 Flemington Road, North Melbourne, 3051",103810,,,,,23,544,181,226,123,14,0,0,0,0,0,0,0,0,0,0,965,0,0,0,570,0,0,0,242,324,TPM-2022-10,144.955840999999,-37.80142395,"-37.80142395, 144.955840999999"
Post May 16,X0013005,APPLIED,,North Melbourne,375,"5-17 Flemington Road, North Melbourne, 3051",103810,,,,,18,0,0,0,0,0,0,603,603,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,4,160,TPM-2022-10,144.955840999999,-37.80142395,"-37.80142395, 144.955840999999"
